schoolname,school,filename,score,num_fixtures,lat,long
Ellington,Ellington,IndividualSchool_Ellington_609904.pdf,0.0,32,41.885529999999996,-87.766589
Epic Hs,Epichs,IndividualSchool_EpicHS_400094.pdf,0.0,10,41.744849,-87.55022199999999
Ericson,Ericson,Individualschool_Ericson_609907.pdf,0.0,5,41.875744,-87.715804
Esmond,Esmond,Individualschool_Esmond_609908.pdf,0.018750000000000003,32,41.68942,-87.669159
Everett,Everett,Individualschool_Everett_609909.pdf,0.10769230769230768,13,41.831555,-87.68131
Evergreen,Evergreen,IndividualSchool_Evergreen_610319.pdf,0.0,18,41.829356,-87.667817
Evers,Evers,Individualschool_Evers_610362.pdf,0.0,3,41.715665,-87.63930500000001
Fairfield,Fairfield,IndividualSchool_Fairfield_610057.pdf,0.15000000000000002,4,41.780904,-87.692115
Falconer,Falconer,Individualschool_Falconer_609910.pdf,0.0,28,41.935784999999996,-87.74933100000001
Faraday,Faraday,Individualschool_Faraday_610055.pdf,0.0,17,41.879714,-87.70809200000001
Farnsworth,Farnsworth,IndividualSchool_Farnsworth_609912.pdf,0.0,17,41.97979,-87.766072
Farragut Hs,Farragut,Individualschool_Farragut_609704.pdf,0.0,30,41.84856,-87.708706
Fenger Hs,Fengerhs,IndividualSchool_FengerHS_609705.pdf,0.013333333333333334,30,41.689951,-87.63757199999999
Fernwood,Fernwood,Individualschool_Fernwood_609917.pdf,0.06315789473684212,19,41.711184,-87.640414
Field,Field,Individualschool_Field_609918.pdf,0.2076923076923077,13,42.009664,-87.669985
Finkl,Finkl,IndividualSchool_Finkl_609967.pdf,0.0,25,41.849215,-87.685668
Fiske,Fiske,IndividualSchool_Fiske_609919.pdf,0.0,22,41.785183,-87.608633
Foreman Hs,Foreman,IndividualSchool_Foreman_609708.pdf,0.005555555555555556,36,41.939797,-87.75416700000001
Fort Dearborn,Fortdearborn,Individualschool_FortDearborn_609924.pdf,0.010526315789473684,19,41.729673,-87.65548100000001
Foster Park,Fosterpark,Individualschool_FosterPark_609927.pdf,0.0,16,41.738425,-87.668099
Franklin,Franklin,IndividualSchool_Franklin_609926.pdf,0.0,13,41.9066,-87.635513
Frazier Prospective,Frazierprospective,IndividualSchool_FrazierProspective_610503.pdf,0.07272727272727274,22,41.86698,-87.727244
Fuller,Fuller,IndividualSchool_Fuller_609928.pdf,0.0,21,41.818003000000004,-87.611784
Fulton,Fulton,Individualschool_Fulton_609929.pdf,0.0,11,41.797579999999996,-87.668436
Funston,Funston,Individualschool_Funston_609930.pdf,0.007692307692307693,26,41.917617,-87.716892
Gage Park Hs,Gagepark,IndividualSchool_GagePark_609709.pdf,0.0,36,41.791013,-87.68895400000001
Gale,Gale,Individualschool_Gale_609933.pdf,0.0,29,42.021091,-87.671939
Galileo,Galileo,IndividualSchool_Galileo_610009.pdf,0.075,32,41.871255,-87.653366
Gallistel,Gallistel,Individualschool_Gallistel_609935.pdf,0.008695652173913044,23,41.706801,-87.535175
Garvey,Garvey,Individualschool_Garvey_610128.pdf,0.0,9,41.706603,-87.647577
Garvy,Garvy,individualschool_garvy_609937.pdf,0.0,16,41.976352,-87.796235
Gary,Gary,Individualschool_Gary_609938.pdf,0.0,11,41.837065,-87.71869699999999
Gillespie,Gillespie,Individualschool_Gillespie_609939.pdf,0.0,9,41.725332,-87.623719
Goethe,Goethe,Individualschool_Goethe_609942.pdf,0.0,16,41.922831,-87.6929
Goode Hs,Goodehs,IndividualSchool_GoodeHS_610558.pdf,0.0,32,41.75375,-87.70734499999999
Goudy,Goudy,Individualschool_Goudy_609945.pdf,0.017391304347826087,23,41.975817,-87.657912
Graham Es,Graham,Individualschool_Graham_609947.pdf,0.0380952380952381,21,41.813303999999995,-87.643344
Graham Hs,Grahamhs,IndividualSchool_GrahamHS_609769.pdf,0.0,7,41.849675,-87.625315
Gray,Gray,IndividualSchool_Gray_609949.pdf,0.0,23,41.948764000000004,-87.757116
Greeley,Greeley,Individualschool_Greeley_609850.pdf,0.010526315789473684,19,41.95281,-87.65098
Green,Green,Individualschool_Green_610032.pdf,0.0,10,41.719291999999996,-87.6525
Greene,Greene,IndividualSchool_Greene_609952.pdf,0.0,26,41.829669,-87.671492
Gregory,Gregory,Individualschool_Gregory_609954.pdf,0.0,12,41.870742,-87.718666
Gresham,Gresham,Individualschool_Gresham_609955.pdf,0.0,24,41.73892,-87.645025
Grimes,Grimes,IndividualSchool_Grimes_609956.pdf,0.0,10,41.775464,-87.758803
Grissom,Grissom,IndividualSchool_Grissom_609944.pdf,0.0,9,41.662481,-87.55330699999999
Gunsaulus,Gunsaulus,Individualschool_Gunsaulus_609958.pdf,0.014285714285714287,14,41.813007,-87.699364
Haines,Haines,IndividualSchool_Haines_609959.pdf,0.0,18,41.849958,-87.633806
Hale,Hale,Individualschool_Hale_609960.pdf,0.0,26,41.780192,-87.776579
Haley,Haley,Individualschool_Haley_609808.pdf,0.008333333333333333,24,41.686659999999996,-87.63363199999999
Hamilton,Hamilton,IndividualSchool_Hamilton_609963.pdf,0.0,19,41.94522,-87.670865
Hamline,Hamline,IndividualSchool_Hamline_609964.pdf,0.0125,32,41.807241999999995,-87.661175
Hammond,Hammond,IndividualSchool_Hammond_609966.pdf,0.0,14,41.852719,-87.69624300000001
Hampton,Hampton,IndividualSchool_Hampton_609807.pdf,0.012121212121212121,33,41.753457,-87.708731
Hancock Hs,Hancock,IndividualSchool_Hancock_609694.pdf,0.0,28,41.791464000000005,-87.72447
Hanson Park,Hansonpark,Individualschool_HansonPark_610068.pdf,0.0,32,41.923955,-87.761515
Harlan Hs,Harlan,IndividualSchool_Harlan_609710.pdf,0.1021276595744681,47,41.718371999999995,-87.620623
Harper Hs,Harperhs,IndividualSchool_HarperHS_609711.pdf,0.05517241379310344,29,41.775124,-87.669089
Harte,Harte,IndividualSchool_Harte_609969.pdf,0.02,10,41.793447,-87.586855
Harvard,Harvard,Individualschool_Harvard_609971.pdf,0.018181818181818184,11,41.757341,-87.632737
Haugan,Haugan,Individualschool_Haugan_609972.pdf,0.0,25,41.964029,-87.723128
Hawthorne,Hawthorne,IndividualSchool_Hawthorne_609974.pdf,0.0,12,41.942275,-87.657709
Hay,Hay,Individualschool_Hay_609975.pdf,0.0,18,41.899171,-87.755813
Hayt,Hayt,Individualschool_hayt_609976.pdf,0.0,28,41.994541,-87.668504
Healy,Healy,Individualschool_healy_609979.pdf,0.0625,16,41.839595,-87.640341
Hearst,Hearst,Individualschool_Hearst_609981.pdf,0.0,18,41.808175,-87.745726
Hedges,Hedges,Individualschool_hedges_609983.pdf,0.0,22,41.807112,-87.673327
Hefferan,Hefferan,Individualschool_Hefferan_609985.pdf,0.0,5,41.878665000000005,-87.735802
Henderson,Henderson,IndividualSchool_Henderson_609986.pdf,0.0,22,41.790591,-87.671887
Hendricks,Hendricks,Individualschool_Hendricks_609987.pdf,0.0,9,41.815788,-87.633664
Henry,Henry,Individualschool_Henry_609988.pdf,0.0,10,41.958989,-87.715632
Hernandez,Hernandez,IndividualSchool_Hernandez_610532.pdf,0.0,25,41.793479,-87.71137
Herzl,Herzl,Individualschool_Herzl_609991.pdf,0.0,30,41.862080999999996,-87.718994
Hibbard,Hibbard,IndividualSchool_Hibbard_609994.pdf,0.010714285714285714,16,41.970335,-87.710362
Higgins,Higgins,IndividualSchool_Higgins_610295.pdf,0.0,10,41.681031,-87.64699399999999
Hirsch Hs,Hirschhs,IndividualSchool_HirschHS_609712.pdf,0.0,24,41.753748,-87.601727
Hitch,Hitch,Individualschool_Hitch_609995.pdf,0.0,12,41.983672,-87.779123
Holden,Holden,Individualschool_Holden_609996.pdf,0.0,15,41.838027000000004,-87.65379200000001
Holmes,Holmes,Individualschool_Holmes_609997.pdf,0.0,21,41.793788,-87.649795
Hope Hs,Hope,IndividualSchool_Hope_609768.pdf,0.0,25,41.793553,-87.641244
Hope Institute,Hopeinstitute,Individualschool_HopeInstitute_400043.pdf,0.004166666666666667,48,41.883362,-87.668077
Howe,Howe,Individualschool_Howe_610000.pdf,0.0,14,41.893612,-87.759398
Hubbard Hs,Hubbard,IndividualSchool_Hubbard_609741.pdf,0.0,40,41.780526,-87.718014
Hughes C,Hughesc,Individualschool_HughesC_610005.pdf,0.028571428571428574,14,41.860518,-87.73177700000001
Hughes L,Hughesl,IndividualSchool_HughesL_610368.pdf,0.009523809523809525,21,41.705342,-87.629869
Hurley,Hurley,IndividualSchool_Hurley_610006.pdf,0.0,15,41.766785,-87.719541
Hyde Park Hs,Hydeparkhs,IndividualSchool_HydeParkHS_609713.pdf,0.0,51,41.782257,-87.58661500000001
Interamerican,Interamerican,Individualschool_Interamerican_610078.pdf,0.0,20,41.949003000000005,-87.651573
Irving,Irving,IndividualSchool_Irving_610121.pdf,0.0,16,41.871595,-87.683616
Jackson M,Jackson,Individualschool_Jackson_610369.pdf,0.0,4,41.734125,-87.64676700000001
Jahn,Jahn,Individualschool_Jahn_610010.pdf,0.0,15,41.939246999999995,-87.67581
Jamieson,Jamieson,Individualschool_Jamieson_610011.pdf,0.0,9,41.984640999999996,-87.700529
Jenner,Jenner,IndividualSchool_Jenner_610012.pdf,0.0,19,41.902055,-87.641056
Jensen,Jensen,Individualschool_Jensen_610271.pdf,0.0,23,41.873815,-87.702241
Johnson,Johnson,Individualschool_Johnson_610274.pdf,0.0,19,41.861836,-87.70313900000001
Jones Hs,Joneshs,IndividualSchool_JonesHS_609678.pdf,0.0,48,41.873065999999994,-87.627675
Joplin,Joplin,IndividualSchool_Joplin_609805.pdf,0.0,10,41.749339,-87.669366
Juarez Hs,Juarezhs,IndividualSchool_JuarezHS_ 609764.pdf,0.0,33,41.852667,-87.663732
Julian Hs,Julianhs,IndividualSchool_JulianHS_609762.pdf,0.041379310344827586,29,41.705859000000004,-87.653749
Jungman,Jungman,Individualschool_Jungman_610015.pdf,0.0,5,41.858065,-87.652302
Kanoon,Kanoon,Individualschool_Kanoon_609920.pdf,0.005128205128205128,13,41.850771,-87.705112
Keller,Keller,IndividualSchool_Keller_610084.pdf,0.0,5,41.69717,-87.697278
Kellman,Kellman,Individualschool_kellman_609925.pdf,0.0,7,41.870168,-87.702163
Kellogg,Kellogg,IndividualSchool_Kellogg_610016.pdf,0.025,8,41.725263,-87.677233
Kelly Hs,Kellyhs,IndividualSchool_KellyHS_609715.pdf,0.0,34,41.818729,-87.694639
Kelvyn Park Hs,Kelvynparkhs,IndividualSchool_KelvynParkHS_609716.pdf,0.0,28,41.927918,-87.73599899999999
Kennedy Hs,Kennedy,IndividualSchool_Kennedy_609718.pdf,0.0,58,41.789961,-87.78084
Kenwood Hs,Kenwoodhs,IndividualSchool_KenwoodHS_609746.pdf,0.02222222222222222,63,41.803771999999995,-87.59042099999999
Kershaw,Kershaw,IndividualSchool_Kershaw_610019.pdf,0.1285714285714286,14,41.776453000000004,-87.64089200000001
Kilmer,Kilmer,Individualschool_Kilmer_610022.pdf,0.0,16,42.003640000000004,-87.668222
King Es,King,Individualschool_King_610299.pdf,0.0,18,41.765335,-87.641335
King Hs,Kinghs,IndividualSchool_KingHS_609751.pdf,0.0,28,41.813675,-87.603874
Kinzie,Kinzie,IndividualSchool_Kinzie_610026.pdf,0.0,58,41.789965,-87.779483
Kipling,Kipling,IndividualSchool_Kipling_610027.pdf,0.0,12,41.723627,-87.639521
Kozminski,Kozminski,Individualschool_kozminski_610030.pdf,0.0,4,41.798002000000004,-87.60248100000001
Lasalle Ii,LaSalle II,Individualschool_Lasalle_II_610520.pdf,0.0071428571428571435,28,41.902914,-87.67369599999999
Lake View Hs,Lakeviewhs,IndividualSchool_LakeViewHS_609719.pdf,0.0058823529411764705,34,41.954764000000004,-87.668953
Lane Tech Hs,Lanetech,IndividualSchool_LaneTech_609720.pdf,0.0,69,41.946645000000004,-87.691013
Langford,Langford,Individualschool_Langford_609869.pdf,0.0,10,41.784681,-87.657169
Lara,Lara,IndividualSchool_Lara_609993.pdf,0.0,23,41.80977,-87.67218199999999
Lasalle,Lasalle,individualschool_lasalle_610033.pdf,0.1285714285714286,14,41.9139,-87.63756500000001
Lavizzo,Lavizzo,IndividualSchool_Lavizzo_610208.pdf,0.0,13,41.696262,-87.62714799999999
Lawndale,Lawndale,IndividualSchool_Lawndale_610034.pdf,0.0,14,41.86296,-87.71295699999999
Lee,Lee,Individualschool_Lee_610291.pdf,0.0,16,41.775304999999996,-87.728884
Lenart,Lenart,Individualschool_Lenart_610298.pdf,0.0,6,41.747186,-87.62804
Lewis,Lewis,Individualschool_Lewis_610036.pdf,0.009090909090909092,22,41.906826,-87.75455
Libby,Libby,IndividualSchool_Libby_610037.pdf,0.009523809523809525,21,41.797684999999994,-87.659933
Lincoln,Lincoln,IndividualSchool_Lincoln_610038.pdf,0.0,31,41.924525,-87.644497
Lincoln Park Hs,Lincolnparkhs,IndividualSchool_LincolnParkHS_609738.pdf,0.0,47,41.918268,-87.64600899999999
Lindblom Hs,Lindblom,IndividualSchool_Lindblom_610391.pdf,0.005128205128205128,39,41.782041,-87.671662
Little Village,Littlevillage,IndividualSchool_LittleVillage_609834.pdf,0.016666666666666666,24,41.843697999999996,-87.71731899999999
Lloyd,Lloyd,Individualschool_Lloyd_610040.pdf,0.0,23,41.918814000000005,-87.748515
Locke J,Lockej,Individualschool_LockeJ_610041.pdf,0.005405405405405406,37,41.931762,-87.795604
Logandale,Logandale,Individualschool_Logandale_610325.pdf,0.0,20,41.93397,-87.70804100000001
Lovett,Lovett,IndividualSchool_Lovett_610043.pdf,0.03529411764705882,17,41.912718,-87.783919
Lowell,Lowell,Individualschool_Lowell_610044.pdf,0.010526315789473684,19,41.90652,-87.710217
Lozano,Lozano,Individualschool_Lozano_610029.pdf,0.03636363636363637,22,41.908885999999995,-87.665093
Lyon,Lyon,Individualschool_Lyon_610046.pdf,0.006060606060606061,33,41.934191999999996,-87.777174
Madero,Madero,IndividualSchool_Madero_610215.pdf,0.05,20,41.840957,-87.70506400000001
Madison,Madison,IndividualSchool_Madison_610047.pdf,0.0,13,41.759547999999995,-87.590712
Manierre,Manierre,Individualschool_Manierre_610048.pdf,0.007692307692307693,26,41.908246999999996,-87.639827
Manley Hs,Manley,IndividualSchool_Manley_609722.pdf,0.0,30,41.870939,-87.699896
Mann,Mann,Individualschool_Mann_610052.pdf,0.0,16,41.748274,-87.574816
Marine Leadership At Ames Hs,Marineleadershipames,IndividualSchool_MarineLeadershipAmes_609780.pdf,0.0,17,41.916045000000004,-87.721742
Marquette,Marquette,IndividualSchool_Marquette_610053.pdf,0.0,22,41.773881,-87.69703
Marsh,Marsh,Individualschool_Marsh_610054.pdf,0.020000000000000004,30,41.716588,-87.552483
Marshall Hs,Marshallhs,IndividualSchool_MarshallHS_609723.pdf,0.0,49,41.878444,-87.70805
Mason,Mason,Individualschool_Mason_610056.pdf,0.005405405405405406,37,41.856864,-87.731672
Mather Hs,Mather,IndividualSchool_Mather_609724.pdf,0.0,32,41.987589,-87.702496
Mayer,Mayer,Individualschool_Mayer_610059.pdf,0.0,18,41.923204,-87.657287
Mays,Mays,Individualschool_Mays_610290.pdf,0.0,5,41.772727,-87.637277
Mcclellan,Mcclellan,Individualschool_McClellan_610062.pdf,0.0,12,41.829993,-87.641103
Mccormick,Mccormick,Individualschool_McCormick_610063.pdf,0.0,14,41.842267,-87.7063
Mccutcheon,Mccutcheon,Individualschool_McCutcheon_610269.pdf,0.0,16,41.970949,-87.654758
Mcdade,Mcdade,IndividualSchool_McDade_610066.pdf,0.0,6,41.73455,-87.619214
Mcdowell,Mcdowell,Individualschool_McDowell_610312.pdf,0.0,7,41.733132,-87.589589
Mckay,Mckay,Individualschool_McKay_610067.pdf,0.0,21,41.768143,-87.691787
Mcnair,Mcnair,IndividualSchool_McNair_610282.pdf,0.030952380952380953,21,41.897819,-87.74673100000001
Mcpherson,Mcpherson,Individualschool_McPherson_610070.pdf,0.0,24,41.967847,-87.676288
Metcalfe,Metcalfe,Individualschool_Metcalfe_609902.pdf,0.0,11,41.669444,-87.63430600000001
Mireles,Mireles,Individualschool_Mireles_610171.pdf,0.0380952380952381,21,41.731716999999996,-87.552788
Mitchell,Mitchell,Individualschool_Mitchell_610073.pdf,0.05714285714285715,14,41.892082,-87.683185
Mollison,Mollison,Individualschool_Mollison_610276.pdf,0.0,11,41.814358,-87.616618
Monroe,Monroe,Individualschool_Monroe_610074.pdf,0.0,12,41.929989,-87.719224
Montessori Englewood,Montessorienglewood,IndividualSchool_MontessoriEnglewood_400116.pdf,0.0,10,41.774572,-87.676147
Moos,Moos,Individualschool_Moos_610076.pdf,0.0,28,41.912504999999996,-87.69694100000001
Morrill,Morrill,Individualschool_Morrill_610077.pdf,0.0,12,41.784313,-87.688549
Mount Greenwood,Mountgreenwood,IndividualSchool_MountGreenwood_610082.pdf,0.0,24,41.695734,-87.70581
Mount Vernon,Mountvernon,IndividualSchool_MountVernon_610086.pdf,0.0,15,41.701952,-87.64765200000001
Mozart,Mozart,Individualschool_Mozart_610088.pdf,0.0,23,41.92091,-87.721888
Murphy,Murphy,Individualschool_Murphy_610089.pdf,0.0,15,41.950078000000005,-87.716832
Murray,Murray,IndividualSchool_Murray_610090.pdf,0.0,13,41.798535,-87.59334
Nash,Nash,IndividualSchool_Nash_610092.pdf,0.0,23,41.89181,-87.747936
National Teachers,Nationalteachers,IndividualSchool_NationalTeachers_610231.pdf,0.0,50,41.8528,-87.629308
Neil,Neil,Individualschool_Neil_610093.pdf,0.0,5,41.738407,-87.620933
Nettelhorst,Nettelhorst,Individualschool_Nettelhorst_610094.pdf,0.03076923076923077,26,41.941637,-87.644561
Newberry,Newberry,Individualschool_Newberry_610095.pdf,0.03157894736842106,19,41.913947,-87.64599
New Field,Newfield,IndividualSchool_NewField_610284.pdf,0.0,41,42.007703,-87.673168
New Sullivan,Newsulllivan,IndividualSchool_NewSulllivan_610193.pdf,0.0,21,41.743829,-87.542928
Nicholson,Nicholson,Individualschool_Nicholson_609793.pdf,0.0,4,41.784942,-87.647453
Nightingale,Nightingale,Individualschool_Nightingale_610096.pdf,0.008695652173913044,23,41.797714,-87.689139
Ninos Heroes,Ninosheroes,Individualschool_NinosHeroes_609961.pdf,0.0,15,41.743753000000005,-87.551862
Nixon,Nixon,IndividualSchool_Nixon_610097.pdf,0.0,16,41.919581,-87.73142
Nobel,Nobel,IndividualSchool_Nobel_610098.pdf,0.0,11,41.906155,-87.729955
Noble - Bulls Hs,Noblebulls,IndividualSchool_NobleBulls_400097.pdf,0.0,21,41.878809000000004,-87.678195
Noble - Johnson Hs,Noblejohnson,IndividualSchool_NobleJohnson_400106.pdf,0.0,17,41.778369,-87.63511700000001
Noble - Uic Hs,Nobleuic,IndividualSchool_NobleUIC_400057.pdf,0.0,17,41.865817,-87.67611099999999
North-Grand Hs,Northgrand,IndividualSchool_NorthGrand_609691.pdf,0.0,21,41.911674,-87.735238
North Lawndale - Christiana Hs,Northlawndalechristiana,IndividualSchool_NorthLawndaleChristiana_400058.pdf,0.11428571428571428,21,41.858564,-87.708987
North River,Northriver,IndividualSchool_NorthRiver_610354.pdf,0.0,8,41.961721000000004,-87.707151
Northside Learning Hs,Northsidehs,IndividualSchool_NorthsideHS_609744.pdf,0.05,16,41.982973,-87.722386
Northside Prep Hs,Northsideprep,IndividualSchool_NorthsidePrep_609749.pdf,0.0,22,41.981315,-87.708708
Norwood Park,Norwoodpark,Individualschool_NorwoodPark_610099.pdf,0.07692307692307693,13,41.988153000000004,-87.80297900000001
Ogden Hs,Ogden,IndividualSchool_Ogden_610529.pdf,0.0,20,41.893547999999996,-87.659405
Ogden,Ogden,Individualschool_Ogden_610101.pdf,0.0,9,41.899976,-87.629297
Oglesby,Oglesby,Individualschool_Oglesby_610102.pdf,0.0,9,41.754670000000004,-87.64546899999999
Okeeffe,Okeeffe,Individualschool_Okeeffe_610103.pdf,0.0,16,41.768602,-87.572806
Onahan,Onahan,Individualschool_Onahan_610104.pdf,0.15454545454545457,22,41.993790000000004,-87.79310799999999
Oriole Park,Oriolepark,Individualschool_OriolePark_610105.pdf,0.0,27,41.978501,-87.812054
Orozco,Orozco,IndividualSchool_Orozco_610329.pdf,0.0,18,41.857755,-87.67520999999999
Orr Hs,Orr,IndividualSchool_Orr_610389.pdf,0.1602941176470588,34,41.894449,-87.726166
Ortiz De Dominguez,Ortizdedominguez,IndividualSchool_OrtizDeDominguez_609950.pdf,0.0,29,41.838791,-87.71719
Otis,Otis,Individualschool_Otis_610107.pdf,0.0,14,41.891806,-87.665426
Otoole,Otoole,Individualschool_Otoole_610108.pdf,0.0,19,41.774571,-87.674865
Owen,Owen,IndividualSchool_Owen_610109.pdf,0.0,10,41.74285,-87.705749
Owens,Owens,Individualschool_Owens_609943.pdf,0.0125,16,41.670618,-87.622546
Palmer,Palmer,IndividualSchool_Palmer_610111.pdf,0.0,15,41.973289,-87.739213
Parker,Parker,Individualschool_Parker_610112.pdf,0.0,11,41.77078,-87.634086
Park Manor,Parkmanor,Individualschool_ParkManor_610115.pdf,0.0,13,41.766477,-87.61154599999999
Parkside,Parkside,Individualschools_Parkside_610116.pdf,0.010526315789473684,19,41.768555,-87.582954
Pasteur,Pasteur,Individualschool_Pasteur_610117.pdf,0.0,19,41.786895,-87.73266600000001
Payton Hs,Payton,IndividualSchool_Payton_609680.pdf,0.0,22,41.901575,-87.635385
Peace And Education Hs,Peaceandeducation,IndividualSchool_PeaceAndEducation_610386.pdf,0.04,10,41.803515000000004,-87.667378
Peck,Peck,IndividualSchool_Peck_610120.pdf,0.0,19,41.787898999999996,-87.719216
Peirce,Peirce,Individualschool_Peirce_610122.pdf,0.010526315789473684,19,41.983456,-87.66585
Penn,Penn,Individualschool_Penn_610123.pdf,0.02,20,41.858371999999996,-87.722386
Perez,Perez,Individualschool_Perez_609872.pdf,0.08333333333333333,12,41.856029,-87.65798000000001
Pershing,Pershing,IndividualSchool_Pershing_610126.pdf,0.0,21,41.836527000000004,-87.618338
Perspectives - Leadership Hs,Perspectiveleadership,IndividualSchool_PerspectiveLeadership_400061.pdf,0.05333333333333334,15,41.745961,-87.652045
Perspectives - Math & Sci Hs,Perspectivesmathsci,IndividualSchool_PerspectivesMathSci_400066.pdf,0.0,15,41.827784,-87.624788
Peterson,Peterson,IndividualSchool_Peterson_610127.pdf,0.0,20,41.981557,-87.712583
Phillips Hs,Phillipshs,IndividualSchool_PhillipsHS_609727.pdf,0.0,46,41.823879999999996,-87.619796
Phoenix Military Hs,Phoenixmilitary,IndividualSchool_PhoenixMilitary_610304.pdf,0.011111111111111112,36,41.879118,-87.68696
Piccolo,Piccolo,IndividualSchool_Piccolo_610106.pdf,0.0,31,41.90014,-87.731261
Pickard,Pickard,Individualschool_Pickard_610129.pdf,0.016,25,41.8529,-87.683291
Pilsen,Pilsen,Individualschool_Pilsen_610013.pdf,0.002403846153846154,26,41.858849,-87.66220899999999
Pirie,Pirie,Individualschool_Pirie_610130.pdf,0.08333333333333333,12,41.74034,-87.60789100000001
Plamondon,Plamondon,IndividualSchool_Plamondon_610131.pdf,0.0,7,41.860259,-87.692526
Portage Park,Portagepark,Individualschool_PortagePark_610135.pdf,0.008,25,41.956988,-87.76100699999999
Powell,Powell,IndividualSchool_Powell_610281.pdf,0.0,11,41.760332,-87.556789
Prescott,Prescott,Individualschool_Prescott_610136.pdf,0.0,10,41.928841,-87.669528
Prieto,Prieto,IndividualSchool_Prieto_610533.pdf,0.0,33,41.921318,-87.765781
Pritzker,Pritzker,Individualschool_pritzker_610229.pdf,0.0,5,41.907053000000005,-87.677761
Prosser Hs,Prosserhs,IndividualSchool_ProsserHS_609679.pdf,0.0,34,41.920059,-87.761048
Providence Englewood,Providenceenglewood,IndividualSchool_ProvidenceEnglewood_400071.pdf,0.0,16,41.775366999999996,-87.663996
Prussing,Prussing,Individualschool_Prussing_610137.pdf,0.013333333333333334,15,41.965619000000004,-87.772414
