park_name,fixture_location,result_value,result_flag,processed_result,exceeds_epa
Nichols,Fountain 1 Low,<0.120,U,0.0,0
Nichols,Fountain 2,1.32,J,1.32,0
Nichols,Fountain 3*,157,,157.0,1
Nichols,Fountain 4,2.21,J,2.21,0
Ninebark,Fountain 1,20,,20.0,1
Noethling,Fountain 1*,18,,18.0,1
Noethling,Fountain 2 Dog,9.7,,9.7,0
Normandy,Club Room,10.3,,10.3,0
Normandy,Fountain 1*,59.4,,59.4,1
Normandy,Fountain 2 High,7.89,,7.89,0
Normandy,Fountain 2 Middle,9.29,,9.29,0
Normandy,Fountain 2 Low,6.33,,6.33,0
North Mayfair,Fountain 1*,37.2,,37.2,1
North Park Village Nature Center,Hallway East,<0.120,U,0.0,0
Northerly Island,Fountain 1,6.1,,6.1,0
Northerly Island,Fountain 2 High,<2.0,U,0.0,0
Northerly Island,Fountain 2 Low,<2.0,U,0.0,0
Northerly Island,Fountain 3 High,<2.0,U,0.0,0
Northerly Island,Fountain 3 Low,<2.0,U,0.0,0
Norwood Park,Lobby,0.273,J,0.273,0
Norwood Park,Fitness Center,<0.120,U,0.0,0
Norwood Park,Women's Locker Room*,23.5,,23.5,1
Norwood Park,Kitchen Sink,2.1,,2.1,0
Norwood Park,Fountain 1 High,0.332,J,0.332,0
Norwood Park,Fountain 1 Low,0.228,J,0.228,0
Norwood Park,Fountain 1 Dog,0.239,J,0.239,0
Norwood Park,Fountain 2 High*,20.5,,20.5,1
Norwood Park,Fountain 2 Low*,16,,16.0,1
Norwood Park,Fountain 3,3.86,J,3.86,0
Norwood Park,Fountain 4,0.174,J,0.174,0
Norwood Park,Fountain 5,2.21,J,2.21,0
Norwood Park,Fountain 6*,20.5,,20.5,1
Norwood Park,Fountain 7 High*,39.2,,39.2,1
Norwood Park,Fountain 7 Low*,14.1,,14.1,0
Nottingham,Fountain 1 High,1.54,J,1.54,0
Nottingham,Fountain 1 Low,2.0,J,2.0,0
Oakdale,Front Entrance,<0.120,U,0.0,0
Oakdale,Kitchen Sink,<2.0,U,0.0,0
Oakdale,Fountain 1 High,<0.120,U,0.0,0
Oakdale,Fountain 1 Low,0.164,J,0.16399999999999998,0
Oakdale,Fountain 2 High,3.7,J,3.7,0
Oakdale,Fountain 2 Low,3.73,J,3.73,0
Oakdale,Fountain 3*,141,,141.0,1
Ogden,Lobby - High,0.525,J,0.525,0
Ogden,Lobby - Low,<0.120,U,0.0,0
Ogden,Fountain 2,5.96,,5.96,0
Ogden,Fountain 3 High,<0.120,U,0.0,0
Ogden,Fountain 3 Low,<0.120,U,0.0,0
Ogden,Fountain 4 High,0.143,J,0.14300000000000002,0
Ogden,Fountain 4 Low,0.133,J,0.133,0
Ogden,Fountain 5,3.32,J,3.32,0
O'Hallaren,Kitchen Sink,3.9,,3.9,0
O'Hallaren,Fountain 1 High*,15.1,,15.1,1
O'Hallaren,Fountain 1 Middle*,15,,15.0,0
O'Hallaren,Fountain 1 Low*,12.3,,12.3,0
O'Hallaren,Fountain 2 High,3.35,J,3.35,0
O'Hallaren,Fountain 2 Low,3.39,J,3.39,0
Ohio,Fountain 1 High,0.571,J,0.5710000000000001,0
Ohio,Fountain 1 Middle,0.665,J,0.665,0
Ohio,Fountain 1 Low,0.57,J,0.57,0
Ohio and Harding,Fountain 1 High*,22.7,,22.7,1
Ohio and Harding,Fountain 1 Low*,21.3,,21.3,1
Olympia,Front Lobby Test 1,2.53,J,2.53,0
Olympia,Middle of Building,2.5,,2.5,0
Olympia,Kitchen Sink,11,,11.0,0
Olympia,Fountain 1*,34.3,,34.3,1
Olympia,Fountain 2,2.18,J,2.18,0
Olympia,Fountain 3*,43.9,,43.9,1
Oriole,Inside Front Entrance,0.822,J,0.8220000000000001,0
Oriole,Fountain 1,6.18,,6.18,0
Oriole,Fountain 2 High,2.07,J,2.07,0
Oriole,Fountain 2 Middle,4.44,J,4.44,0
Oriole,Fountain 2 Low,3.76,J,3.76,0
Oriole,Fountain 3*,36.5,,36.5,1
Oriole,Fountain 4,2.52,J,2.52,0
Oriole,Fountan 5,4.54,J,4.54,0
Oriole,Fontain 6 High*,26.8,,26.8,1
Oriole,Fountain 6 Low*,20.7,,20.7,1
Owens,Fitness Area,<0.120,U,0.0,0
Owens,Hallway,<0.120,U,0.0,0
Owens,Fountain 1,<2.0,,0.0,0
Owens,Fountain 2 High,2.2,,2.2,0
Owens,Fountain 2 Middle,2.3,,2.3,0
Owens,Fountain 2 Low,2.2,,2.2,0
Oz,Fountain 1 High*,18,,18.0,1
Oz,Fountain 1 Low*,19,,19.0,1
Oz,Fountain 2 High*,33,,33.0,1
Oz,Fountain 2 Middle*,29,,29.0,1
Oz,Fountain 2 Low*,18,,18.0,1
Oz,Fountain 3 High,4.2,,4.2,0
Oz,Fountain 3 Middle,4.2,,4.2,0
Oz,Fountain 3 Low,4.9,,4.9,0
Packingtown,Fountain 1*,311,,311.0,1
Palmer,Main Lobby,0.19,J,0.19,0
Palmer,Main Level Hallway,0.267,J,0.267,0
Palmer,Fountain 1 High,0.211,J,0.21100000000000002,0
Palmer,Fountain 1 Low,0.183,J,0.183,0
Palmer,Fountain 2 High,<0.120,U,0.0,0
Palmer,Fountain 2 Low,0.152,J,0.152,0
Palmer,Fountain 3 High,<0.120,U,0.0,0
Palmer,Fountain 3 Low,<0.120,U,0.0,0
Palmer,Fountain 4,14.6,,14.6,0
Palmer,Fountain 5*,15.1,,15.1,1
Palmer,Fountain 6,0.513,J,0.513,0
Palmer,Fountain 7,0.921,J,0.9209999999999999,0
Palmer,Fountain 8*,22.9,,22.9,1
Palmer Ceramics Building,Club Room,2.24,J,2.24,0
Palmer Men's Gym Building,Lobby Area,<0.120,U,0.0,0
Palmer Square,Fountain 1 High,0.266,J,0.266,0
Palmer Square,Fountain 1 Middle,0.343,J,0.34299999999999997,0
Palmer Square,Fountain 1 Low,0.209,J,0.209,0
Palmer Square,Fountain 2,0.426,J,0.426,0
Palmisano,Fountain 1 High,0.156,J,0.156,0
Palmisano,Fountain 1 Low,0.164,J,0.16399999999999998,0
Park 399,Fountain 1 High,0.231,J,0.231,0
Park 399,Fountain 1 Low,0.177,J,0.177,0
Park 442,Fountain 1*,49.2,,49.2,1
Park 500,Fountain 1,<0.120,U,0.0,0
Park 514,Fountain 4 High,<2.0,U,0.0,0
Park 514,Fountain 4 Low,<2.0,U,0.0,0
Park 514,Fountain 5 High,2.6,,2.6,0
Park 514,Fountain 5 Low,2,,2.0,0
Park 551,Fountain 1 High,<2.0,U,0.0,0
Park 551,Fountain 1 Middle,<2.0,U,0.0,0
Park 551,Fountain 1 Low,<2.0,U,0.0,0
Park 551,Fountain 2 Dog,<2.0,U,0.0,0
Park 552,Fountain 1 High,5.16,,5.16,0
Park 552,Fountain 1 Middle,1.22,J,1.22,0
Park 556,Fountain 1 High,<2.0,U,0.0,0
Park 556,Fountain 1 Low,<2.0,U,0.0,0
Park 556,Fountain 1 Middle,<2.0,U,0.0,0
Park 568,Fountain 1 High,<0.120,U,0.0,0
Park 568,Fountain 1 Middle,<0.120,U,0.0,0
Park 569,Fountain 1 High,<2.0,U,0.0,0
Park 569,Fountain 1 Low,<2.0,U,0.0,0
Park 569,Fountain 1 Dog,<2.0,U,0.0,0
Park 572,Fountain 1 High,<0.120,U,0.0,0
Park 572,Fountain 1 Middle,<0.120,U,0.0,0
Park 572,Fountain 1 Low,<0.120,U,0.0,0
Park 572,Fountain 2 High,0.284,J,0.284,0
Park 572,Fountain 2 Middle,0.32,J,0.32,0
Park 572,Fountain 2 Low,0.39,J,0.39,0
Park 572,Fountain 3 High,0.186,J,0.18600000000000003,0
Park 572,Fountain 3 Middle,0.248,J,0.248,0
Park 572,Fountain 3 Low,0.167,J,0.16699999999999998,0
Park 574,Fountain 1 High,<2.0,U,0.0,0
Park 574,Fountain 1 Middle,<2.0,U,0.0,0
Park 574,Fountain 1 Low,<2.0,U,0.0,0
Park View,Fountain 1 High*,120,,120.0,1
Park View,Fountain 1 Low*,109,,109.0,1
Park West,Fountain 1 High*,83,,83.0,1
Park West,Fountain 1 Low*,66,,66.0,1
Parsons,Fountain 1 High,0.629,J,0.629,0
Parsons,Fountain 1 Middle,0.514,J,0.514,0
Parsons,Fountain 1 Low,0.493,J,0.493,0
Paschen,Fountain 1*,77,,77.0,1
Pasteur,Club Room,<0.120,U,0.0,0
Pasteur,Fountain 1,5.03,,5.03,0
Pasteur,Fountain 2*,30.1,,30.1,1
Periwinkle,Fountain 1 High*,77.4,,77.4,1
Periwinkle,Fountain 1 Low*,67.3,,67.3,1
Peterson,Hallway East,2.45,J,2.45,0
Peterson,2nd Floor,0.343,J,0.34299999999999997,0
Peterson,Fountain 1*,50.5,,50.5,1
Peterson,Fountain 2*,53.1,,53.1,1
Peterson,Fountain 3,2.61,J,2.61,0
Pietrowski,Fountain 1 - High,7.7,,7.7,0
Pietrowski,Fountain 1 - Low,7.8,,7.8,0
Pine,Fountain 1 High,2.8,,2.8,0
Pine,Fountain 1 Low,2.8,,2.8,0
Ping Tom,Near Washrooms,<0.120,U,0.0,0
Ping Tom,Fitness Center,<0.120,U,0.0,0
Ping Tom,Pool Deck Women's,<0.120,U,0.0,0
Ping Tom,Pool Deck Men's,<0.120,U,0.0,0
Ping Tom,Kitchen Sink,<2.0,U,0.0,0
Ping Tom,Fountain 1 High,2.1,,2.1,0
Ping Tom,Fountain 1 Low,2.1,,2.1,0
Ping Tom,Fountain 2 High,<2.0,U,0.0,0
Ping Tom,Fountain 2 Low,<2.0,U,0.0,0
Ping Tom,Fountain 3 High,<2.0,U,0.0,0
Ping Tom,Fountain 3 Low,<2.0,U,0.0,0
Ping Tom,Fountain 4 High,<2.0,U,0.0,0
Ping Tom,Fountain 4 Low,<2.0,U,0.0,0
Piotrowski,Main Lobby - High,0.128,J,0.128,0
Piotrowski,Main Lobby - Low,<0.120,U,0.0,0
Piotrowski,Lower Level Nera Fitness - High,<0.120,U,0.0,0
Piotrowski,Lower Level Nera Fitness - Low,0.271,J,0.271,0
Piotrowski,Pool Area,<0.120,U,0.0,0
Piotrowski,Men's Locker Room,0.481,J,0.48100000000000004,0
Piotrowski,Women's Locker Room,0.363,J,0.363,0
Piotrowski,Pool Deck,3.43,J,3.43,0
Piotrowski,Women's Washroom,0.153,J,0.153,0
Piotrowski,Men's Washroom,1.12,J,1.12,0
Piotrowski,Fountain 1 High,<0.120,U,0.0,0
Piotrowski,Fountain 1 Low,<0.120,U,0.0,0
Piotrowski,Fountain 2 High,<0.120,U,0.0,0
Piotrowski,Fountain 2 Middle,<0.120,U,0.0,0
Piotrowski,Fountain 2 Low,<0.120,U,0.0,0
Piotrowski,Fountain 3 High*,12.5,,12.5,0
Piotrowski,Fountain 3 Low*,22,,22.0,1
Piotrowski,Fountain 4 High*,52.6,,52.6,1
Piotrowski,Fountain 4 Low*,31.6,,31.6,1
Piotrowski,Fountain 5 High,1.75,J,1.75,0
Piotrowski,Fountain 5 Low,1.22,J,1.22,0
Piotrowski,Fountain 6 High*,12,,12.0,0
Piotrowski,Fountain 6 Low*,15.7,,15.7,1
Pleasant Point,Fountain 1 High,2.16,J,2.16,0
Pleasant Point,Fountain 1 Middle,2.55,J,2.55,0
Pleasant Point,Fountain 1 Low,2.16,J,2.16,0
Poplar,Fountain 1 High*,15,,15.0,0
Poplar,Fountain 1 Low*,15,,15.0,0
Portage,Fountain 1 High*,92.4,,92.4,1
Portage,Fountain 1 Low*,102,,102.0,1
Portage,Fountain 2 High,0.372,J,0.37200000000000005,0
Portage,Fountain 2 Low,0.345,J,0.345,0
Portage,Fountain 2 Dog,0.575,J,0.575,0
Portage,Fountain 3*,59,,59.0,1
Portage,Fountain 4 High,1.83,J,1.83,0
Portage,Fountain 4 Low,1.58,J,1.58,0
Portage,Fountain 5 High,1.85,J,1.85,0
Portage,Fountain 5 Low,2.43,J,2.43,0
Portage,Fountain 6*,39.5,,39.5,1
Portage,Fountain 7 High*,7.07,,7.07,0
Portage,Fountain 7 Low*,15.7,,15.7,1
Portage,Fountain 8 High,0.269,J,0.26899999999999996,0
Portage,Fountain 8 Middle,0.129,J,0.129,0
Portage,Fountain 8 Low,0.159,J,0.159,0
Portage,Fountain 9,6.73,,6.73,0
Portage,Fountain 10*,36.8,,36.8,1
Portage,Fountain 11*,22.3,,22.3,1
Portage,Fountain 12 East*,23.2,,23.2,1
Portage,Fountain 12 South*,24.5,,24.5,1
Portage,Fountain 12 West*,23.3,,23.3,1
Portage,Fountain 12 North *,29.9,,29.9,1
Portage,Fountani 13*,75.8,,75.8,1
Portage,Fountain 14*,43.7,,43.7,1
Portage Senior Center,Lobby - High,0.149,J,0.149,0
Portage Senior Center,Lobby - Low,0.142,J,0.142,0
Pottawatomie,Hallway by Bathroom,0.293,J,0.293,0
Pottawatomie,Fountain 1 High,4.5,,4.5,0
Pottawatomie,Fountain 1 Low,8.7,,8.7,0
Pottawatomie,Fountain 1 Dog,<2.0,,0.0,0
Pottawatomie,Fountain 2,3.7,,3.7,0
Pottawatomie,Fountain 3*,30,,30.0,1
Pottawatomie,Fountain 4,2.8,,2.8,0
Pottawatomie,Fountain 5 High,<2.0,,0.0,0
Pottawatomie,Fountain 5 Low,<2.0,,0.0,0
Pritzker,Fountain 1 High,<2.0,U,0.0,0
Pritzker,Fountain 1 Low,<2.0,U,0.0,0
Privet,Fountain 1*,130,,130.0,1
Prospect Gardens,Fountain 1,3.3,J,3.3,0
Prospect Gardens,Fountain 2*,23.3,,23.3,1
Pulaski,East Corridor,2.32,J,2.32,0
Pulaski,West Corridor,0.122,J,0.122,0
Pulaski,Pool Deck,1.5,J,1.5,0
Pulaski,Outside Pool Area,0.236,J,0.23600000000000002,0
Pulaski,Kitchen Sink,2.9,,2.9,0
Pulaski,Fountain 1,0.582,J,0.5820000000000001,0
Pulaski,Fountain 2,1.43,J,1.43,0
Pulaski,Fountain 3,<0.120,,0.0,0
Pulaski,Fountain 5 High,1.19,J,1.19,0
Pulaski,Fountain 5 Low,0.635,J,0.635,0
Railroad Junction,Fountain 1*,27.7,,27.7,1
Rainbow Beach,Near Gym,<0.120,U,0.0,0
Rainbow Beach,Fitness Center,<0.120,U,0.0,0
Rainbow Beach,Fountain 1,<2.0,U,0.0,0
Rainbow Beach,Fountan 2,<2.0,U,0.0,0
Rainbow Beach,Fountain 3,2.6,,2.6,0
Rainbow Beach,Fountain 4,<2.0,U,0.0,0
Rainbow Beach,Fountain 5,<2.0,U,0.0,0
Rainbow Beach,Fountain 6,7.3,,7.3,0
Rainbow Beach,Fountain 7*,40,,40.0,1
Rainer,Fountain 1,0.207,J,0.207,0
Rainer,Fountain 2,0.237,J,0.237,0
Rainer,Fountain 3,10.8,,10.8,0
Ravenswood Manor,Fountain 1,0.128,J,0.128,0
Renaissance,Fountain 1,<0.120,U,0.0,0
Revere,Main Lobby,0.885,J,0.885,0
Revere,Basement by Locker Rooms*,17.6,,17.6,1
Revere,Fountain 1,<0.120,U,0.0,0
Revere,Fountain 2*,32.3,,32.3,1
Revere,Fountain 3 High,0.16,J,0.16,0
Revere,Fountain 3 Middle,0.192,J,0.192,0
Revere,Fountain 3 Low,0.298,J,0.298,0
Revere,Fountain 4,13.8,,13.8,0
Revere Boys & Girls Club,Game Room,0.351,J,0.35100000000000003,0
Revere Boys & Girls Club,Kitchen,0.603,J,0.603,0
Reyes,Fountain 1*,41,,41.0,1
Ridge,Entrance Near Counter,0.123,J,0.12300000000000001,0
Ridge,Outside 2nd Floor Gym - High,0.33,J,0.33,0
Ridge,Outside 2nd Floor Gym - Low,0.341,J,0.341,0
Ridge,Pool Area - High,8.64,,8.64,0
Ridge,Pool Area - Low,9.05,,9.05,0
Ridge,Kitchen Sink,5.1,,5.1,0
Ridge,Fountain 2,12,,12.0,0
Ridge,Fountain 3*,104,,104.0,1
Riis,Entrance,0.516,J,0.516,0
Riis,Fountain 2,13.1,,13.1,0
Riis,Fountain 3,2.64,J,2.64,0
Riis,Fountain 4*,15.4,,15.4,1
Riis,Fountain 5,2.79,J,2.79,0
Riis,Fountain 6,8.36,,8.36,0
Riis,Fountain 7,10.1,,10.1,0
Riis,Fountain 8,5.36,,5.36,0
Riis,Fountain 9,0.308,J,0.308,0
Riis,Fountain 10*,27.7,,27.7,1
Riis,Fountain 11 High,<0.120,U,0.0,0
Riis,Fountain 11 Low,<0.120,U,0.0,0
Riis,Fountain 12 High*,70.8,,70.8,1
Riis,Fountain 12 Low*,71.7,,71.7,1
Riis,Fountain 13,0.179,J,0.179,0
Riis,Fountain 14,<0.120,U,0.0,0
Riis,Fountain 15,<0.120,U,0.0,0
Riis,Fountain 16,2.21,J,2.21,0
River,Outside Bathrooms,0.236,J,0.23600000000000002,0
River,Main Lobby,<0.120,U,0.0,0
River,Fountain 1,0.462,J,0.462,0
River,Fountain 2 High,0.219,J,0.21899999999999997,0
River,Fountain 2 Low,0.445,J,0.445,0
River,Fountain 3,0.17,J,0.17,0
River,Fountain 4 High,<0.120,U,0.0,0
River,Fountain 4 Middle,<0.120,U,0.0,0
River,Fountain 4 Low,<0.120,U,0.0,0
River,Fountain 5 High,<0.120,U,0.0,0
River,Fountain 5 Low,<0.120,U,0.0,0
River,Fountain 5 Dog,<0.120,U,0.0,0
River,Fountain 6,2.68,J,2.68,0
River,Fountain 7,4.13,J,4.13,0
River,Fountain 8 High,0.593,J,0.593,0
River,Fountain 8 Low,0.654,J,0.654,0
Roberts Square,Fountain 1,3.72,J,3.72,0
Robichaux,Lobby - High,1.01,J,1.01,0
Robichaux,Lobby - Low,0.46,J,0.46,0
Robichaux,Women's Locker Room,4.12,J,4.12,0
Robichaux,Men's Locker Room,7.46,,7.46,0
Robichaux,Fountain 1,11.3,,11.3,0
Robichaux,Fountain 2,0.782,J,0.782,0
Robichaux,Fountain 3*,38.4,,38.4,1
Robinson,Main Lobby,4,,4.0,0
Robinson,Kitchen Sink,<2.0,U,0.0,0
Robinson,Fountain 1 High,0.635,J,0.635,0
Robinson,Fountain 1 Middle,4.26,J,4.26,0
Robinson,Fountain 1 Low,2.99,J,2.99,0
Robinson,Fountain 2,14.6,,14.6,0
Rogers,Main Lobby,0.154,J,0.154,0
Rogers,Fountain 1*,28.3,,28.3,1
Rogers,Fountain 2,14.7,,14.7,0
Rogers,Fountain 3,5.19,,5.19,0
Rogers,Fountain 4*,16,,16.0,1
Rogers Beach,Fountain 1 High*,37,,37.0,1
Rogers Beach,Fountain 1 Low*,35,,35.0,1
Ronan,Fountain 1 High,0.261,J,0.261,0
Ronan,Fountain 1 Low,0.145,J,0.145,0
Ronan,Fountain 1 Dog,0.204,J,0.204,0
Ronan,Fountain 2 High,0.194,J,0.19399999999999998,0
Ronan,Fountain 2 Low,0.229,J,0.22899999999999998,0
Roosevelt,Fountain 1*,22,,22.0,1
Rosedale,Lobby,0.819,J,0.8190000000000001,0
Rosedale,Fountain 1 High,2.28,J,2.28,0
Rosedale,Fountain 1 Middle,0.479,J,0.479,0
Rosedale,Fountain 1 Low,0.546,J,0.546,0
Rosedale,Fountain 2,0.99,J,0.99,0
Rosenblum,Fountain 1 High,1.99,J,1.99,0
Rosenblum,Fountain 1 Low,0.487,J,0.48700000000000004,0
Rosenblum,Fountain 2 High,2.6,J,2.6,0
Rosenblum,Fountain 2 Low,2.06,J,2.06,0
Rosenblum,Fountain 3 High,0.941,J,0.941,0
Rosenblum,Fountain 3 Low,0.842,J,0.8420000000000001,0
Rowan,By East Gym Doors,0.39,J,0.39,0
Rowan,By West Gym Doors,0.489,J,0.489,0
Rowan,Fountain 1*,67,,67.0,1
Rowan,Fountain 2*,17,,17.0,1
Rowan,Fountain 3 High,<2.0,U,0.0,0
Rowan,Fountain 3 Low,<2.0,U,0.0,0
Russell Square,Northwest Hallway,0.721,J,0.721,0
Russell Square,Fountain 1*,76,,76.0,1
Russell Square,Fountain 2*,18,,18.0,1
Russell Square,Fountain 4*,17,,17.0,1
Russell Square,Fountain 5,3,,3.0,0
Russell Square,Fountain 6,13,,13.0,0
Rutherford Sayre,Outside Gym,8.28,,8.28,0
Rutherford Sayre,Fountain 1 High,0.304,J,0.304,0
Rutherford Sayre,Fountain 1 Low,0.349,J,0.349,0
Rutherford Sayre,Fountain 2 High,<0.120,U,0.0,0
Rutherford Sayre,Fountain 2 Middle,<0.120,U,0.0,0
Rutherford Sayre,Fountain 2 Low,<0.120,U,0.0,0
Rutherford Sayre,Fountain 3,10.1,,10.1,0
Sacramento,Fountain 1 High*,19,,19.0,1
Sacramento,Fountain 1 Low*,19.5,,19.5,1
Sauganash,Hallway,0.474,J,0.474,0
Sauganash,Fountain 1,1.28,J,1.28,0
Sauganash,Fountain 2 High,<0.120,U,0.0,0
Sauganash,Fountain 2 Middle,<0.120,U,0.0,0
Sauganash,Fountain 2 Low,<0.120,U,0.0,0
Sauganash,Fountain 3,1.12,J,1.12,0
Schaefer,Fountain 1*,34,,34.0,1
Schreiber,Fountain 1 High,3.3,,3.3,0
Schreiber,Fountain 1 Middle,3.2,,3.2,0
Schreiber,Fountain 1 Low,3.5,,3.5,0
Schreiber,Fountain 2 High,<2.0,U,0.0,0
Schreiber,Fountain 2 Low,<2.0,U,0.0,0
Scottsdale,Hallway by Gym,0.531,J,0.531,0
Scottsdale,Fountain 1,6.44,,6.44,0
Seneca,Fountain 1 High,<2.0,U,0.0,0
Seneca,Fountain 1 Low,<2.0,U,0.0,0
Senka,Fountain 1 High,<0.120,U,0.0,0
Senka,Fountain 1 Middle,0.168,J,0.168,0
Senka,Fountain 1 Low,0.482,J,0.48200000000000004,0
Senka,Fountain 2 High,0.168,J,0.168,0
Senka,Fountain 2 Middle,0.202,J,0.20199999999999999,0
Senka,Fountain 2 low,0.295,J,0.295,0
Senka,Fountain 3 High,<0.120,U,0.0,0
Senka,Fountain 3 Middle,0.179,J,0.179,0
Senka,Fountain 3 Low,<0.120,U,0.0,0
Senka,Fountain 4 High,0.37,J,0.37,0
Senka,Fountain 4 Low,0.263,J,0.263,0
Senn,Fountain 1 High,<2.0,U,0.0,0
Senn,Fountain 1 Low,<2.0,U,0.0,0
Senn,Fountain 2 High*,26,,26.0,1
Senn,Fountain 2  Low*,8.5,,8.5,0
Senn,Founatin 3 High*,35,,35.0,1
Senn,Fountain 3 Low*,36,,36.0,1
Senn,Fountain 4 high,6.6,,6.6,0
Senn,Fountain 4 Low,7.2,,7.2,0
Senn,Fountain 5 High,<2.0,U,0.0,0
Senn,Founatin 5 Low,<2.0,U,0.0,0
Seward,Main Lobby,<0.120,U,0.0,0
Seward,Kitchen Sink,<2.0,U,0.0,0
Seward,Fountain 1 High,<2.0,U,0.0,0
Seward,Fountain 1 Low,<2.0,U,0.0,0
Seward,Fountain 1 Dog,<2.0,U,0.0,0
Seward,Fountain 2*,110,,110.0,1
Seward,Fountain 3,<2.0,U,0.0,0
Shabonna,Lobby,0.55,J,0.55,0
Shabonna,Basement by TR Room,<0.120,U,0.0,0
Shabonna,Women's Locker Room,0.96,J,0.96,0
Shabonna,Men's Locker Room,<0.120,U,0.0,0
Shabonna,Fountain 1 High,0.243,J,0.243,0
Shabonna,Fountain 1 Middle,0.227,J,0.22699999999999998,0
Shabonna,Fountain 1 Low,0.208,J,0.20800000000000002,0
Shabonna,Fountain 2 High*,16.8,,16.8,1
Shabonna,Fountain 2 Low*,17,,17.0,1
Shabonna,Fountain 3 High,8.25,,8.25,0
Shabonna,Fountain 3 Low,8.41,,8.41,0
Shabonna,Fountain 4 High,0.716,J,0.716,0
Shabonna,Fountain 4 Low,0.718,J,0.718,0
Shedd,By Gym,0.679,J,0.679,0
Shedd,By Lobby,1.33,J,1.33,0
Shedd,Kitchen Sink,<2.0,U,0.0,0
Shedd,Fountain 1,3.73,J,3.73,0
Sheil,1st Floor by Restrooms,0.489,J,0.489,0
Sheil,2nd Floor by Theater Room,0.962,J,0.9620000000000001,0
Sheil,Kitchen Sink,<2.0,U,0.0,0
Sheil,Fountain 1,<2.0,U,0.0,0
Sheridan,1st Floor Lobby,<0.120,U,0.0,0
Sheridan,2nd Floor North Gym Entrance,13.1,,13.1,0
Sheridan,2nd Floor South Gym Entrance,1.49,J,1.49,0
Sheridan,Men's Locker Room,1.01,J,1.01,0
Sheridan,Pool Area - High,0.465,J,0.465,0
Sheridan,Pool Area - Low,0.46,J,0.46,0
Sheridan,Kitchen Sink,<2.0,U,0.0,0
Sheridan,Fountain 1 High*,35,,35.0,1
Sheridan,Fountain 1 Low*,31,,31.0,1
Sheridan,Fountain 2 High,3.3,,3.3,0
Sheridan,Fountain 2 Middle,3.3,,3.3,0
Sheridan,Fountain 2 Low,3.2,,3.2,0
Sherman,Main Lobby,0.241,J,0.24100000000000002,0
Sherman,Women's Locker Room,<0.120,U,0.0,0
Sherman,Men's Locker Room,0.152,J,0.152,0
Sherman,Fountain 1 High*,58.6,,58.6,1
Sherman,Fountain 1 Low*,69,,69.0,1
Sherman,Fountain 2 High,<0.120,U,0.0,0
Sherman,Fountain 2 Middle,<0.120,U,0.0,0
Sherman,Fountain 2 Low,<0.120,U,0.0,0
Sherman,Fountain 3,8.32,,8.32,0
Sherman,Fountain 4*,19.6,,19.6,1
Sherman,Fountain 5*,69.3,,69.3,1
Sherman,Fountain 6 High,6.14,,6.14,0
Sherman,Fountain 6 Low,7.55,,7.55,0
Sherwood,Lobby,1.54,J,1.54,0
Sherwood,Kitchen Sink,<2.0,U,0.0,0
Sherwood,Fountain 1,0.246,J,0.24600000000000002,0
Sherwood,Fountain 2,<0.120,U,0.0,0
Sherwood,Fountain 3 High,0.132,J,0.132,0
Sherwood,Fountain 3 Low,0.156,J,0.156,0
Simons,Lobby,0.482,J,0.48200000000000004,0
Simons,Fountain 1 High*,16.6,,16.6,1
Simons,Fountain 1 Low*,18.9,,18.9,1
Skinner,Lobby,0.195,J,0.195,0
Skinner,Kitchen Sink,<2.0,U,0.0,0
Skinner,Fountain 1 High,<2.0,U,0.0,0
Skinner,Fountain 1 Low,<2.0,U,0.0,0
Skinner,Fountain 1 Dog,<2.0,U,0.0,0
Skinner,Fountain 2 High,<2.0,U,0.0,0
Skinner,Fountain 2 Middle,<2.0,U,0.0,0
Skinner,Fountain 2 Low,<2.0,U,0.0,0
Skinner,Fountain 3 High,<2.0,U,0.0,0
Skinner,Fountain 3 Low,<2.0,U,0.0,0
Skinner,Fountain 3 Dog,<2.0,U,0.0,0
Smith (Joseph Higgins),East End,1.48,J,1.48,0
Smith (Joseph Higgins),West End,0.862,J,0.862,0
Smith (Joseph Higgins),Kitchen Sink,<2.0,U,0.0,0
Smith (Joseph Higgins),Fountain 1 High*,23.9,,23.9,1
Smith (Joseph Higgins),Fountain 1 Middle*,23.7,,23.7,1
Smith (Joseph Higgins),Fountain 1 Low*,23.2,,23.2,1
Smith (Joseph Higgins),Fountain 2*,21.9,,21.9,1
Smith (Joseph Higgins),Fountain 3,3.28,J,3.28,0
Smith (Joseph Higgins),Fountain 4,7.69,,7.69,0
Smith (Wendell),Main Lobby,0.831,J,0.831,0
Smith (Wendell),Fountain 1,2.49,J,2.49,0
Smith (Wendell),Fountain 2*,67.5,,67.5,1
Smith (Wendell),Fountain 3*,30.9,,30.9,1
Snapping Turtle,Fountain 1,13.2,,13.2,0
Snowberry,Fountain 1,7.31,,7.31,0
South Lakeview,Fountain 1 High*,18,,18.0,1
South Lakeview,Fountain 1 Low*,17,,17.0,1
South Shore Cultural Center,Basement Near Restrooms,<0.120,U,0.0,0
South Shore Cultural Center,Near Art Gallery,0.359,J,0.359,0
South Shore Cultural Center,Near Restaurant,0.373,J,0.373,0
South Shore Cultural Center,Mezzanine Near Men's Room,1.2,J,1.2,0
South Shore Cultural Center,Oak Room Sink,<2.0,U,0.0,0
