park_name,fixture_location,result_value,result_flag,processed_result,exceeds_epa
Dvorak,Fountain 3 High*,17,,17.0,1
Dvorak,Fountain 3 Low*,20,,20.0,1
Dvorak,Fountain 4 High,<2.0,U,0.0,0
Dvorak,Fountain 4 Low,<2.0,U,0.0,0
Dvorak,Fountain 5 High,<2.0,U,0.0,0
Dvorak,Fountain 5 Low,<2.0,U,0.0,0
Eckersall,Fountain 1 High,14,,14.0,0
Eckersall,Fountain 1 Low,13,,13.0,0
Eckhart,Lobby,0.396,J,0.396,0
Eckhart,Pool Deck,0.691,J,0.691,0
Eckhart,Men's Locker Room,4.01,J,4.01,0
Eckhart,Kitchen Sink,<2.0,U,0.0,0
Eckhart,Fountain 1 High,14.1,,14.1,0
Eckhart,Fountain 1 Low,14.6,,14.6,0
Eckhart,Fountain 2 High,5.6,,5.6,0
Eckhart,Fountain 2 Middle,5.91,,5.91,0
Eckhart,Fountain 2 Low,6.8,,6.8,0
Edgebrook,Fountain 1 High,0.793,J,0.7929999999999999,0
Edgebrook,Fountain 1 Low,0.689,J,0.6890000000000001,0
Edison,Main Lobby,12.2,,12.2,0
Edmonds,Fountain 1 High,12.5,,12.5,0
Edmonds,Fountain 1 Low,14.1,,14.1,0
Ellis,Outside Gym,<2.0,U,0.0,0
Ellis,Fitness Center,<2.0,U,0.0,0
Ellis,Pool Deck,<2.0,U,0.0,0
Ellis,1st Floor Kitchen,<2.0,U,0.0,0
Ellis,2nd Floor Kitchen,<2.0,U,0.0,0
Ellis,Fountain 1*,16,,16.0,1
Ellis,Fountain 2*,92,,92.0,1
Elm,Fountain 1,5.3,,5.3,0
Emerald,Fountain 1*,30.2,,30.2,1
Emmerson,Main Lobby,1.61,J,1.61,0
Emmerson,Fountain 1*,102,,102.0,1
Erhler,Fountain 1,2.5,,2.5,0
Essex,Fountain 1 High,5.6,,5.6,0
Essex,Fountain 1 Middle,5.8,,5.8,0
Essex,Fountain 1 Low,5.9,,5.9,0
Euclid,Main Lobby,0.871,J,0.871,0
Euclid,Fountain 1,12.5,,12.5,0
Euclid,Fountain 2 High,0.76,J,0.76,0
Euclid,Fountain 2 Low,0.77,J,0.77,0
Euclid,Fountain 3 High,13.2,,13.2,0
Euclid,Fountain 3 Low,11.2,,11.2,0
Eugene Field,1st Floor by Men's Washroom,1.05,J,1.05,0
Eugene Field, 2nd Floor by Women's Washroom,0.462,J,0.462,0
Eugene Field,Basement Hallway,0.497,J,0.49700000000000005,0
Eugene Field,Women's Locker Room*,58.2,,58.2,1
Eugene Field,Men's Locker Room*,71.3,,71.3,1
Eugene Field,Fountain 1 High,9.18,,9.18,0
Eugene Field,Fountain 1 Low,9.5,,9.5,0
Eugene Field,Fountain 2 High,<0.120,U,0.0,0
Eugene Field,Fountain 2 Middle,<0.120,U,0.0,0
Eugene Field,Fountain 2 Low,<0.120,U,0.0,0
Eugene Field,Fountain 3 High*,6.74,,6.74,0
Eugene Field,Fountain 3 Low*,15.4,,15.4,1
Eugene Field,Fountain 4 High,11.9,,11.9,0
Eugene Field,Fountain 4 Low,14.3,,14.3,0
Fellger,Fountain 1 High,<2.0,U,0.0,0
Fellger,Fountain 1 Low,<2.0,U,0.0,0
Fernwood,Lobby by Gym,<0.120,U,0.0,0
Fernwood,Main Lobby,0.232,J,0.23199999999999998,0
Fernwood,Fountain 1,<0.120,U,0.0,0
Fernwood,Fountain 2*,33.2,,33.2,1
Filbert,Fountain 1 High,2.5,,2.5,0
Filbert,Fountain 1 Middle,2.2,,2.2,0
Filbert,Fountain 1 Low,2.3,,2.3,0
Flower,Fountain 1 High,<2.0,U,0.0,0
Flower,Fountain 1 Middle,<2.0,U,0.0,0
Flower,Fountain 1 Low,<2.0,U,0.0,0
Flying Squirrel,Fountain 1,6.58,,6.58,0
Forest Glen,Fountain 1 High,4.53,J,4.53,0
Forest Glen,Fountain 1 Low,4.57,J,4.57,0
Forest Glen,Fountain 1 Dog,5.39,,5.39,0
Fosco,Main Hall - High,<0.120,U,0.0,0
Fosco,Main Hall - Low,<0.120,U,0.0,0
Fosco,Outside Locker Room,<0.120,U,0.0,0
Fosco,Outside Gym Near Pool - High,<0.120,U,0.0,0
Fosco,Outside Gym Near Pool - Low,<0.120,U,0.0,0
Fosco,Pool Area - High,<0.120,U,0.0,0
Fosco,Pool Area - Low,<0.120,U,0.0,0
Fosco,Outside Daycare - High,<0.120,U,0.0,0
Fosco,Outside Daycare - Low,<0.120,U,0.0,0
Fosco,Daycare Entrance - High,<0.120,U,0.0,0
Fosco,Daycare Entrance - Low,<0.120,U,0.0,0
Fosco,Daycare Sink,<2.0,U,0.0,0
Fosco,Daycare Employee  Sink,<2.0,U,0.0,0
Fosco,Senior Room Sink,<2.0,U,0.0,0
Fosco,Warming Kitchen Sink,<2.0,U,0.0,0
Fosco,Fountain 1 High,<2.0,U,0.0,0
Fosco,Fountain 1 Low,<2.0,U,0.0,0
Fosco,Fountain 2 High,<2.0,U,0.0,0
Fosco,Fountain 2 Low,<2.0,U,0.0,0
Foster,Lobby - High,0.34,J,0.34,0
Foster,Lobby - Low,0.672,J,0.672,0
Foster,Men's Locker Room,0.733,J,0.733,0
Foster,Kitchen Sink,<2.0,U,0.0,0
Foster,Fountain 1 High,0.419,J,0.419,0
Foster,Fountain 1 Low,0.325,J,0.325,0
Foster,Fountain 2 High,7.52,,7.52,0
Foster,Fountain 2 Low,7.89,,7.89,0
Foster,Fountain 3*,159,,159.0,1
Foster,Fountain 4 High,<0.120,U,0.0,0
Foster,Fountain 4 Low,2.06,J,2.06,0
Foster,Fountain 5 High*,50,,50.0,1
Foster,Fountain 5 Low*,73,,73.0,1
Foster,Fountain 6 High,0.182,J,0.182,0
Foster,Fountain 6 Low,0.28,J,0.28,0
Franklin,Main Lobby,0.505,J,0.505,0
Franklin,Women's Locker Room,1.42,J,1.42,0
Franklin,Men's Locker Room,<0.120,U,0.0,0
Franklin,Kitchen Sink,2.5,,2.5,0
Franklin,Fountain 1,2.32,J,2.32,0
Franklin,Fountain 2 High,<0.120,U,0.0,0
Franklin,Fountain 2 Low,<0.120,U,0.0,0
Franklin,Fountain 3,1.12,J,1.12,0
Franklin,Fountain 4*,37.2,,37.2,1
Fuller,Main Lobby,0.413,J,0.413,0
Fuller,West Gym Hallway,0.977,J,0.977,0
Fuller,East Gym Hallway,2.58,J,2.58,0
Fuller,Boxing Gym,3.15,J,3.15,0
Fuller,Kitchen Sink,3.9,,3.9,0
Fuller,Fountain 1 High*,10.6,,10.6,0
Fuller,Fountain 1 Middle*,10.9,,10.9,0
Fuller,Fountain 1 Low*,16.9,,16.9,1
Fuller,Fountain 2,0.126,J,0.126,0
Fuller,Fountain 3,0.584,J,0.584,0
Fuller,Fountain 4*,472,,472.0,1
Fuller,Fountain 5*,82.1,,82.1,1
Gage,Basement,0.203,J,0.203,0
Gage,Women's Locker Room,1.2,J,1.2,0
Gage,Men's Locker Room,0.524,J,0.524,0
Gage,Lobby - High,0.343,J,0.34299999999999997,0
Gage,Lobby - Low,0.378,J,0.37799999999999995,0
Gage,Kitchen Sink West,<2.0,U,0.0,0
Gage,Kitchen Sink East,<2.0,U,0.0,0
Gage,Fountain 1,1.24,J,1.24,0
Gage,Fountain 2,1.07,J,1.07,0
Gage,Fountain 3,2.09,J,2.09,0
Gage,Fountain 4*,48.8,,48.8,1
Gage,Fountain 5 High,0.12,J,0.12,0
Gage,Fountain 5 Middle,0.17,,0.17,0
Gage,Fountain 5 Low,0.22,,0.22,0
Gage,Fountain 6*,30.5,,30.5,1
Gage,Fountain 7*,124,,124.0,1
Galewood,Lobby,0.563,J,0.563,0
Galewood,Bathroom Adaptor,0.218,J,0.218,0
Galewood,Fountain 1,2.29,,2.29,0
Garfield,Main Floor North Near Offices,0.281,J,0.281,0
Garfield,Main Floor South Near Fitness,1.65,J,1.65,0
Garfield,2nd Floor Near Rotunda,4.18,J,4.18,0
Garfield,Basement Boy's Locker Room,0.856,J,0.856,0
Garfield,Basement Girl's Locker Room,1.4,J,1.4,0
Garfield,Basement Near Gym,6.06,,6.06,0
Garfield,Kitchen Sink,<2.0,U,0.0,0
Garfield,Fountain 1,0.387,J,0.387,0
Garfield,Fountain 2*,43.7,,43.7,1
Garfield,Foungain 3 High,<0.120,U,0.0,0
Garfield,Fountain 3 Middle,<0.120,U,0.0,0
Garfield,Fountain 3 Low,<0.120,U,0.0,0
Garfield,Fountain 4 High,1.17,J,1.17,0
Garfield,Fountain 4 Low,1.22,J,1.22,0
Garfield,Fountain 5,<0.120,U,0.0,0
Garfield,Fountain 6,2.48,J,2.48,0
Garfield,Fountain 7,0.781,J,0.7809999999999999,0
Garfield,Fountain 8,7.06,,7.06,0
Garfield,Fountain 9*,72.4,,72.4,1
Garfield,Fountain 10,13,,13.0,0
Garfield,Fountain 11,4.11,J,4.11,0
Garibaldi,Fountain 1,3.3,,3.3,0
Gately,Fountain 1*,30,,30.0,1
Gately,Fountain 2,<2.0,U,0.0,0
Gill,1st Floor - High,<0.120,U,0.0,0
Gill,1st Floor - Low,1.12,J,1.12,0
Gill,Basement Men's Locker Room,1.2,J,1.2,0
Gill,Basement Women's Locker Room,1.79,J,1.79,0
Gill,Fountain 1 High*,31,,31.0,1
Gill,Fountain 1 Middle*,32,,32.0,1
Gill,Fountain 1 Low*,28,,28.0,1
Gladstone,Fountain 1 High*,44.9,,44.9,1
Gladstone,Fountain 1 Middle*,0.812,J,0.812,0
Gladstone,Fountain 1 Low*,28.3,,28.3,1
Gladys,Fountain 1,4.66,J,4.66,0
Goldberg,Fountain 1 High*,69,,69.0,1
Goldberg,Fountain 1 Low*,53,,53.0,1
Golden Gate,Fountain 1 High,4,,4.0,0
Golden Gate,Fountain 1 Low,8.8,,8.8,0
Gooseberry,Fountain 1*,60,,60.0,1
Gompers,Main Hallway,0.832,J,0.8320000000000001,0
Gompers,Women's Locker Room,2.26,J,2.26,0
Gompers,Men's Locker Room,4.34,J,4.34,0
Gompers,Fountain 1*,16.2,,16.2,1
Gompers,Fountain 2*,43.8,,43.8,1
Gompers,Fountain 2A*,49.4,,49.4,1
Gompers,Fountain 3 High,6.66,,6.66,0
Gompers,Fountain 3 Middle,6.78,,6.78,0
Gompers,Fountain 3 Low,6.82,,6.82,0
Gompers,Fountain 4*,24.1,,24.1,1
Gompers,Fountain 5 High,0.431,J,0.431,0
Gompers,Fountain 5 Low,0.472,J,0.47200000000000003,0
Gompers,Fountain 6,0.988,J,0.988,0
Gompers,Fountain 7,<0.120,U,0.0,0
Gompers,Fountain 8*,39.8,,39.8,1
Gompers,Fountain 9*,61.7,,61.7,1
Goudy,Fountain 1 High,<2.0,U,0.0,0
Goudy,Fountain 1 Middle,<2.0,U,0.0,0
Goudy,Fountain 1 Low,<2.0,U,0.0,0
Grand Playlot,Fountain 1*,54.2,,54.2,1
Grand Crossing,Lobby South,1.57,J,1.57,0
Grand Crossing,Lobby North,<0.120,U,0.0,0
Grand Crossing,Fountian 1,2.43,J,2.43,0
Grand Crossing,Fountian 2,9,,9.0,0
Grand Crossing,Fountian 3,1.05,J,1.05,0
Grand Crossing,Fountian 4,0.975,J,0.975,0
Grand Crossing,Fountian 5,0.674,J,0.674,0
Grand Crossing,Fountian 6 High,4.87,J,4.87,0
Grand Crossing,Fountian 6 Low,4.14,J,4.14,0
Grand Crossing,Fountian 7 High,10.1,,10.1,0
Grand Crossing,Fountian 7 Low,6.18,,6.18,0
Grant,Fountain 1,<2.0,U,0.0,0
Grant,Fountain 2,<2.0,U,0.0,0
Grant,Fountain 3,4.3,,4.3,0
Grant,Fountain 4 High,<2.0,U,0.0,0
Grant,Fountain 4 Low,<2.0,U,0.0,0
Grant,Fountain 5 (Bond),<2.0,U,0.0,0
Grant,Fountain 5a (Trough),<2.0,U,0.0,0
Grant,Fountain 5b (Trough),<2.0,U,0.0,0
Grant,Fountain 5c (Trough),<2.0,U,0.0,0
Grant,Fountain 5d (Trough),<2.0,U,0.0,0
Grant,Fountain 6,<2.0,U,0.0,0
Grant,Fountain 7,<2.0,U,0.0,0
Grant,Fountain 8 High,<2.0,U,0.0,0
Grant,Fountain 8 Low,2.3,,2.3,0
Grant,Fountain 9 High,11,,11.0,0
Grant,Fountain 9 Low,5.4,,5.4,0
Grant,Fountain 10,<2.0,U,0.0,0
Grant,Fountain 11,<2.0,U,0.0,0
Grant,Fountain 13 High,20,,20.0,1
Grant,Fountain 13 Low,20,,20.0,1
Grant,Fountain 14 High,29,,29.0,1
Grant,Fountain 14 Low,29,,29.0,1
Grant,Fountain 15 High,<2.0,U,0.0,0
Grant,Fountain 15 Low,<2.0,U,0.0,0
Grant,Fountain 16,<2.0,U,0.0,0
Grant,Fountain 17,<2.0,U,0.0,0
Grant,Fountain 18 High,<2.0,U,0.0,0
Grant,Fountain 18 Low,<2.0,U,0.0,0
Grant,Fountain 19 High,2.7,,2.7,0
Grant,Fountain 19 Low,7.4,,7.4,0
Grant,Fountain 20,<2.0,U,0.0,0
Grant,Fountain 21,11,,11.0,0
Grant,Fountain 22*,1200,,1200.0,1
Grant,Fountain 23*,80,,80.0,1
Grant,Fountain 24*,81,,81.0,1
Grant,Fountain 25,2.2,,2.2,0
Grant,Fountain 26*,46,,46.0,1
Grant,Fountain 27 High,9.1,,9.1,0
Grant,Fountain 27 Low,10,,10.0,0
Grant,Fountain 28 High*,69,,69.0,1
Grant,Fountain 28 Low*,75,,75.0,1
Grant,Fountain 30 High,5.8,,5.8,0
Grant,Fountain 30 Low,5.5,,5.5,0
Grant,Fountain 31*,560,,560.0,1
Grant,Fountain 32,5.4,,5.4,0
Grant,Fountain 33 High,<2.0,U,0.0,0
Grant,Fountain 33 Dog,<2.0,U,0.0,0
Grant,Fountain 34,<2.0,U,0.0,0
Grant,Fountain 35,<2.0,U,0.0,0
Grant,Fountain 36 High,<2.0,U,0.0,0
Grant,Fountain 36 Low,<2.0,U,0.0,0
Grant,Fountain 37,<2.0,U,0.0,0
Grant,Fountain 38 High,<2.0,U,0.0,0
Grant,Fountain 38 Low,<2.0,U,0.0,0
Grant,Fountain 39 High,<2.0,U,0.0,0
Grant,Fountain 39 Low,<2.0,U,0.0,0
Grant,Fountain 40 High,2.5,,2.5,0
Grant,Fountain 40 Low,<2.0,U,0.0,0
Grant,Fountain 41 High,<2.0,U,0.0,0
Grant,Fountain 41 Low,<2.0,J,0.0,0
Grant,Fountain 42 High,<2.0,U,0.0,0
Grant,Fountain 42 Low,<2.0,U,0.0,0
Grant,Fountain 43 High,<2.0,U,0.0,0
Grant,Fountain 43 Low,<2.0,U,0.0,0
Grant,Fountain 44 High,<2.0,U,0.0,0
Grant,Fountain 44 Low,<2.0,U,0.0,0
Grape,Fountain 1*,21.1,,21.1,1
Graver,Main Lobby,<0.120,U,0.0,0
Graver,Kitchen Sink,<2.0,U,0.0,0
Graver,Fountain 2,0.151,J,0.151,0
Green,Fountain 1*,76.9,,76.9,1
Greenbaum,Fountain 1 High,0.178,J,0.17800000000000002,0
Greenbaum,Fountain 1 Low,0.178,J,0.17800000000000002,0
Greenbaum,Fountain 2 High,<0.120,U,0.0,0
Greenbaum,Fountain 2 Middle,<0.120,U,0.0,0
Greenbaum,Fountain 2 Low,<0.120,U,0.0,0
Green Briar,Lobby East,0.904,J,0.904,0
Green Briar,Lobby West,0.574,J,0.574,0
Green Briar,Fountain 1*,24.4,,24.4,1
Green Briar,Fountain 2*,59.1,,59.1,1
Green Briar,Fountain 3,0.853,J,0.853,0
Griffin,Fountain 1*,16,,16.0,1
Gross,Fountain 1 High*,34.3,,34.3,1
Gross,Fountain 1 Low*,34.4,,34.4,1
Haas,Outside Gym - High,<0.120,U,0.0,0
Haas,Outside Gym - Low,<0.120,U,0.0,0
Haas,Kitchen Sink,<2.0,U,0.0,0
Haas,Fountain 1 High,<2.0,U,0.0,0
Haas,Fountain 1 Middle,<2.0,U,0.0,0
Haas,Fountain 1 Low,<2.0,U,0.0,0
Hale,Lobby - High,<0.120,U,0.0,0
Hale,Lobby - Low,<0.120,U,0.0,0
Hale,Near Locker Rooms,<0.120,U,0.0,0
Hale,Pool Building Entrance,0.43,J,0.43,0
Hale,Fountain 1 High,0.774,J,0.774,0
Hale,Fountain 1 Low,0.65,J,0.65,0
Hale,Fountain 2*,44.7,,44.7,1
Hale,Fountain 3 Low,<0.120,U,0.0,0
Hale,Fountain 3 High,<0.120,U,0.0,0
Hale,Fountain 4,0.268,J,0.268,0
Hamilton,Main Lobby - East Side,0.19,J,0.19,0
Hamilton,Main Lobby - West Side,0.464,J,0.46399999999999997,0
Hamilton,Kitchen Sink,<2.0,U,0.0,0
Hamilton,Fountain 1,8.49,,8.49,0
Hamilton,Fountain 2 High,0.137,J,0.13699999999999998,0
Hamilton,Fountain 2 Middle,<0.120,U,0.0,0
Hamilton,Fountain 2 Low,0.906,J,0.9059999999999999,0
Hamilton,Fountain 3 High,1.95,J,1.95,0
Hamilton,Fountain 3 Low,1.35,J,1.35,0
Hamlin,Main Lobby,1.63,J,1.63,0
Hamlin,Women's Locker Room,0.888,J,0.888,0
Hamlin,Fountain 1*,72,,72.0,1
Hamlin,Fountain 2*,48,,48.0,1
Hamlin,Fountain 3,4.4,,4.4,0
Hamlin,Fountain 4*,41,,41.0,1
Hansberry,Fountain 1,7.42,,7.42,0
Harding (Frederick),Fountain 1,<0.120,U,0.0,0
Harding (George),Fountain 1,3.1,,3.1,0
Harris,Near Gym,<0.120,U,0.0,0
Harris,2nd Floor Dance Room,2.53,J,2.53,0
Harris,1st Floor Southwest,<0.120,U,0.0,0
Harris,Africa Office,1.38,J,1.38,0
Harris,Basement Back Entrance,4.43,J,4.43,0
Harris,Fountain 1 High,<0.120,U,0.0,0
Harris,Fountain 1 Low,<0.120,U,0.0,0
Harrison,Fitness Center,<0.120,U,0.0,0
Harrison,Pool Deck,4.07,J,4.07,0
Harrison,North Gym Entrance,<0.120,U,0.0,0
Harrison,South Gym Entrance,<0.120,U,0.0,0
Harrison,Kitchen Sink,<2.0,U,0.0,0
Harrison,Fountain 1 High,<2.0,U,0.0,0
Harrison,Fountain 1 Low,<2.0,U,0.0,0
Harrison,Fountain 3,<2.0,U,0.0,0
Hartigan Beach,Fountain 1,<2.0,U,0.0,0
Hartigan Beach,Fountain 2 High,<2.0,U,0.0,0
Hartigan Beach,Fountain 2 Low,<2.0,U,0.0,0
Hayes,Hallway Near Lobby,1.22,J,1.22,0
Hayes,Fitness Center - High,<0.120,U,0.0,0
Hayes,Fitness Center - Low,<0.120,U,0.0,0
Hayes,Outside Men's Locker - High,0.24,J,0.24,0
Hayes,Outside Men's Locker - Low,0.213,J,0.213,0
Hayes,Pool Area - High,0.288,J,0.28800000000000003,0
Hayes,Pool Area - Middle,1.35,J,1.35,0
Hayes,Pool Area - Low,<0.120,U,0.0,0
Hayes,Kitchen Sink,<2.0,U,0.0,0
Hayes,Fountain 2*,243,,243.0,1
Hayes,Fountain 3*,156,,156.0,1
Hazelnut,Fountain 1,6.16,,6.16,0
Hermitage,Club Room,10.5,,10.5,0
Hermitage,Fountain 1 High,3.49,J,3.49,0
Hermitage,Fountain 1 Middle,3.54,J,3.54,0
Hermitage,Fountain 1 Low,3.26,J,3.26,0
Hermosa,Lobby - High,0.911,J,0.9109999999999999,0
Hermosa,Lobby - Low,0.945,J,0.945,0
Hermosa,Fountain 2,0.729,J,0.7290000000000001,0
Hiawatha,Main Lobby - Low,0.936,J,0.9359999999999999,0
Hiawatha,Fountain 1,12,,12.0,0
Hiawatha,Fountain 2*,80.7,,80.7,1
Hiawatha,Fountain 3 High,0.157,J,0.157,0
Hiawatha,Fountain 3 Middle,0.143,J,0.14300000000000002,0
Hiawatha,Fountain 3 Low,0.166,J,0.166,0
Hiawatha,Fountain 4,7.75,,7.75,0
Hickory,Fountain 1 High,2.5,,2.5,0
Hickory,Fountain 1 Low,<2.0,,0.0,0
Hoard,Fountain 1,12.9,,12.9,0
Hollywood,Game Room,5.16,,5.16,0
Hollywood,Fountain 1,4.85,J,4.85,0
Hollywood,Fountain 2*,32,,32.0,1
Holstein,Main Lobby,<0.120,U,0.0,0
Holstein,Kitchen Sink,<2.0,U,0.0,0
Holstein,Fountain 1 High,<2.0,U,0.0,0
Holstein,Fountain 1 Low,<2.0,U,0.0,0
Holstein,Fountain 2*,210,,210.0,1
Homan Square,North Wing Near Club Room - High,<0.120,U,0.0,0
Homan Square,North Wing Near Club Room - Low,0.12,J,0.12,0
Homan Square,South Wing Near Gym - High,<0.120,U,0.0,0
Homan Square,South Wing Near Gym - Low,<0.120,U,0.0,0
Homan Square,Pool Area,<0.120,U,0.0,0
Homan Square,Ktichen Sink,<2.0,U,0.0,0
Honeysuckle,Fountain 1 High*,27,,27.0,1
Honeysuckle,Fountain 1 Low*,28,,28.0,1
Horan,Fountain 1 High,3.67,,3.67,0
Horan,Fountain 1 Low,3.71,,3.71,0
Hornbeam,Fountain 1,0.526,J,0.526,0
Horner,Lobby Outside Gym,0.531,J,0.531,0
Horner,Inside Gym - High,1.62,J,1.62,0
Horner,Inside Gym - Low,1.65,J,1.65,0
Horner,2nd Floor,1.09,J,1.09,0
Horner,Fountain 1*,34,,34.0,1
Horner,Fountain 2 High,13,,13.0,0
Horner,Fountain 2 Low,12.9,,12.9,0
Horner,Fountain 3 High,10.9,,10.9,0
Horner,Fountain 3 Low,10.8,,10.8,0
Horner,Fountain 4 High*,25.9,,25.9,1
Horner,Fountain 4 Middle*,26.4,,26.4,1
Horner,Fountain 4 Low*,25.6,,25.6,1
Horner,Fountain 5 High*,43.2,,43.2,1
Horner,Fountain 5 Low*,39,,39.0,1
Horner,Fountain 6 High*,61.2,,61.2,1
Horner,Fountain 6 Low*,67.3,,67.3,1
Horner,Fountain 7 High,3.13,J,3.13,0
Horner,Fountain 7 Low,6.06,,6.06,0
Horner,Fountain 8 High,1.74,J,1.74,0
Horner,Fountain 8 Low*,16.3,,16.3,1
Horner,Fountain 9 High,0.176,J,0.17600000000000002,0
Horner,Fountain 9 Low,0.165,J,0.165,0
Horner,Fountain 10 High*,110,,110.0,1
Horner,Fountain 10 Low*,116,,116.0,1
Horner,Fountain 11 High*,135,,135.0,1
Horner,Fountain 11 Low*,126,,126.0,1
Houston,Fountain 1,<2.0,U,0.0,0
Houston,Fountain 2,2.8,,2.8,0
Hoyne,Club Room,2.80,J,2.8,0
Hoyne,Fountain 1,2.55,J,2.55,0
Huckleberry,Fountain 1,12.2,,12.2,0
Humbert,Fountian 1 High,10.4,,10.4,0
Humbert,Fountian 1 Low,11,,11.0,0
Humboldt,Main Floor East Side,1.34,J,1.34,0
Humboldt,Main Floor West Side,4.22,J,4.22,0
Humboldt,Basement West Side*,16.8,,16.8,1
Humboldt,Basement Game Room,14.4,,14.4,0
Humboldt,Ktichen Sink,<2.0,U,0.0,0
Humboldt,Fountain 1*,23.3,,23.3,1
Humboldt,Fountain 2,5.65,,5.65,0
Humboldt,Fountain 3*,21.6,,21.6,1
Humboldt,Fountain 5,<0.120,U,0.0,0
Humboldt,Fountain 7,1.51,J,1.51,0
Humboldt,Fountain 8 High,0.437,J,0.43700000000000006,0
Humboldt,Fountain 8 Middle,0.431,J,0.431,0
Humboldt,Fountain 9,5.65,,5.65,0
Humboldt,Fountain 10,1.38,J,1.38,0
Humboldt,Fountain 11 High,0.18,J,0.18,0
Humboldt,Fountain 11 Middle,0.176,J,0.17600000000000002,0
Humboldt,Fountain 11 Low,0.191,J,0.191,0
Humboldt,Fountain 12 High,10.1,,10.1,0
Humboldt,Fountain 12 Low,8.93,,8.93,0
Humboldt,Fountain 13 High,0.2,J,0.2,0
Humboldt,Fountain 13 Low,0.383,J,0.38299999999999995,0
Humboldt,Fountain 13 - Dog,0.126,J,0.126,0
Humboldt,Fountain 14*,15.1,,15.1,1
Humboldt,Fountain 15,1.85,J,1.85,0
Humboldt,Fountain 16,1.13,J,1.13,0
Humboldt,Fountain 17,6.73,,6.73,0
Humboldt,Fountain 18 High,0.197,J,0.19699999999999998,0
Humboldt,Fountain 18 Middle,<0.120,U,0.0,0
Humboldt,Fountain 18 Low,<0.120,U,0.0,0
Humboldt,Fountain 20,2.53,J,2.53,0
Humboldt,Fountain 21*,15.7,,15.7,1
Humboldt,Fountain 22*,30.4,,30.4,1
Humboldt,Fountain 23,3.58,J,3.58,0
Humboldt,Fountain 24*,28.8,,28.8,1
Hurley,Fountain 1 High,2.17,J,2.17,0
Hurley,Fountain 1 Middle,1.26,J,1.26,0
Hurley,Fountain 1 Low,1.77,,1.77,0
Independence,Special Rec Room,<0.120,U,0.0,0
Independence,Main Lobby,<0.120,U,0.0,0
Independence,Pool Area,<0.120,U,0.0,0
Independence,Fitness Center,0.948,J,0.948,0
Independence,Fountain 1 High,6.88,,6.88,0
Independence,Fountain 1 Low,7.39,,7.39,0
Independence,Fountain 2 High*,17.8,,17.8,1
Independence,Fountain 2 Low*,22.2,,22.2,1
Independence,Fountain 3 High,3.06,J,3.06,0
Independence,Fountain 3 Low,2.84,J,2.84,0
Independence,Fountain 3 Middle,3.09,J,3.09,0
Indian Boundary,Main Lobby,3.81,J,3.81,0
Indian Boundary,Fountain 1 High*,15.6,,15.6,1
Indian Boundary,Fountain 1 Middle*,16.7,,16.7,1
Indian Boundary,Fountain 1 Low*,16.2,,16.2,1
Indian Boundary,Fountain 2 High*,52.3,,52.3,1
Indian Boundary,Fountain 2 Low*,51.8,,51.8,1
Indian Boundary,Fountain 3 High,10.5,,10.5,0
Indian Boundary,Fountain 3 Low,8.38,,8.38,0
Indian Road,Preschool Room,6.66,,6.66,0
Indian Road,Fountain 1 High,2.37,J,2.37,0
Indian Road,Fountain 1 Low,2.96,J,2.96,0
Indian Road,Fountain 2*,38.9,,38.9,1
Indian Road,Fountain 3 High*,14.9,,14.9,0
Indian Road,Fountain 3 Middle*,17.6,,17.6,1
Indian Road,Fountain 3 Low*,15.2,,15.2,1
Jackson (Andrew),Hallway,0.536,J,0.536,0
Jackson (Andrew),Men's Locker Room,8.72,,8.72,0
Jackson (Andrew),Women's Locker Room*,36.9,,36.9,1
Jackson (Andrew),Fountain 1 High,<0.120,U,0.0,0
Jackson (Andrew),Fountain 1 Low,<0.120,U,0.0,0
Jackson (Andrew),Fountain 2 High,0.783,J,0.7829999999999999,0
Jackson (Andrew),Fountain 2 Low,0.812,J,0.812,0
Jackson (Andrew),Fountain 3,0.345,J,0.345,0
Jackson (Andrew),Fountain 4,0.905,J,0.905,0
Jackson (Andrew),Fountain 5 High,6.67,,6.67,0
Jackson (Andrew),Fountain 5 Low,6.77,,6.77,0
Jackson (Andrew),Fountain 6*,25.2,,25.2,1
Jackson (Andrew),Fountain 7*,70.5,,70.5,1
Jackson (Andrew),Fountain 8 High,1.38,J,1.38,0
Jackson (Andrew),Fountain 8 Low,1.16,J,1.16,0
Jackson (Andrew),Fountain 9*,69.2,,69.2,1
Jackson (Andrew),Fountain 10,12.2,,12.2,0
Jackson (Andrew),Fountain 11,2.56,J,2.56,0
Jackson (Andrew),Fountain 12,3.15,J,3.15,0
Jackson (Andrew),Fountain 13*,60,,60.0,1
Jackson (Andrew),Fountain 15,10.5,,10.5,0
Jackson (Andrew),Fountain 16*,18.8,,18.8,1
Jackson (Andrew),Fountain 17 High,0.985,,0.985,0
Jackson (Andrew),Fountain 20 High,<0.120,U,0.0,0
Jackson (Andrew),Fountain 20 Low,<0.120,U,0.0,0
Jackson (Andrew),Fountain 21 high,<0.120,U,0.0,0
Jackson (Andrew),Fountain 22*,18.9,,18.9,1
Jackson (Andrew),Fountain 23*,208,,208.0,1
Jackson (Andrew),Fountain 24,1.94,J,1.94,0
Jackson (Andrew),Fountain 25*,95,,95.0,1
Jackson (Andrew),Fountain 26*,30.1,,30.1,1
