School Short Name,Facility ID,Sample ID #,Sample Location,Sample Collection Time & Date,,Test Result (ppb),Test Results
Young HS Building B,52376,52376-1-CGYM-F02-02,C Gym North Entrance,7:45AM,1.2,BA
Young HS Building B,52376,52376-1-CGYM-F02-03,C Gym North Entrance,7:45AM,1.6,BA
Young HS Building B,52376,52376-1-CGYM-F02-04,C Gym North Entrance,7:45AM,1.4,BA
Young HS Building B,52376,52376-1-CGYM-F02-05,C Gym North Entrance,7:45AM,1.5,BA
Young HS Building B,52376,52376-B-HAL-F01-01,Basement Hall,7:50AM,1,BA
Young HS Building B,52376,52376-B-HAL-F01-02,Basement Hall,7:50AM,0.84,BA
Young HS Building B,52376,52376-B-HAL-F01-03,Basement Hall,7:50AM,0.84,BA
Young HS Building B,52376,52376-B-HAL-F01-04,Basement Hall,7:50AM,0.9,BA
Young HS Building B,52376,52376-B-HAL-F01-05,Basement Hall,7:50AM,0.94,BA
Young HS Building B,52376,52376-2-HAL-F01-01,West End of Hall Left Fount,7:56AM,0.41,BA
Young HS Building B,52376,52376-2-HAL-F01-02,West End of Hall Left Fount,7:56AM,0.51,BA
Young HS Building B,52376,52376-2-HAL-F01-03,West End of Hall Left Fount,7:56AM,0.32,BA
Young HS Building B,52376,52376-2-HAL-F01-04,West End of Hall Left Fount,7:56AM,0.37,BA
Young HS Building B,52376,52376-2-HAL-F01-05,West End of Hall Left Fount,7:56AM,0.37,BA
Young HS Building B,52376,52376-2-HAL-F04-01,East End Hall Right Fountain,7:55AM,1.6,BA
Young HS Building B,52376,52376-2-HAL-F04-02,East End Hall Right Fountain,7:55AM,1.8,BA
Young HS Building B,52376,52376-2-HAL-F04-03,East End Hall Right Fountain,7:55AM,1.2,BA
Young HS Building B,52376,52376-2-HAL-F04-04,East End Hall Right Fountain,7:55AM,1.3,BA
Young HS Building B,52376,52376-2-HAL-F04-05,East End Hall Right Fountain,7:55AM,1.2,BA
Young HS Building B,52376,52376-2-GLR-F02-01,Girls Locker RM Right Fountain,8:05AM,2.5,BA
Young HS Building B,52376,52376-2-GLR-F02-02,Girls Locker RM Right Fountain,8:05AM,1.1,BA
Young HS Building B,52376,52376-2-GLR-F02-03,Girls Locker RM Right Fountain,8:05AM,0.85,BA
Young HS Building B,52376,52376-2-GLR-F02-04,Girls Locker RM Right Fountain,8:05AM,0.65,BA
Young HS Building B,52376,52376-2-GLR-F02-05,Girls Locker RM Right Fountain,8:05AM,0.7,BA
Young Building C,52377,52377-2-HAL-F01-01,West end of Hall,6:26AM,<0.50,BA
Young Building C,52378,52377-2-HAL-F01-02,West end of Hall,6:26AM,<0.50,BA
Young Building C,52379,52377-2-HAL-F01-03,West end of Hall,6:26AM,<0.50,BA
Young Building C,52380,52377-2-HAL-F01-04,West end of Hall,6:26AM,<0.50,BA
Young Building C,52381,52377-2-HAL-F01-05,West end of Hall,6:26AM,<0.50,BA
Young Building C,52382,52377-2-HAL-WC01-01,Water Cooler West End of Hall,6:30AM,<0.50,BA
Young Building C,52383,52377-2-HAL-WC01-02,Water Cooler West End of Hall,6:30AM,<0.50,BA
Young Building C,52384,52377-2-HAL-WC01-03,Water Cooler West End of Hall,6:30AM,<0.50,BA
Young Building C,52385,52377-2-HAL-WC01-04,Water Cooler West End of Hall,6:30AM,<0.50,BA
Young Building C,52386,52377-2-HAL-WC01-05,Water Cooler West End of Hall,6:30AM,<0.50,BA
Young Building C,52387,52377-2-HAL-F02-01,East End of Hall,6:35AM,0.48,BA
Young Building C,52388,52377-2-HAL-F02-02,East End of Hall,6:35AM,0.54,BA
Young Building C,52389,52377-2-HAL-F02-03,East End of Hall,6:35AM,0.48,BA
Young Building C,52390,52377-2-HAL-F02-04,East End of Hall,6:35AM,0.54,BA
Young Building C,52391,52377-2-HAL-F02-05,East End of Hall,6:35AM,0.54,BA
Young Building C,52392,52377-1-HAL-F01-01,West end of Hall,6:40AM,<0.50,BA
Young Building C,52393,52377-1-HAL-F01-02,West end of Hall,6:40AM,<0.50,BA
Young Building C,52394,52377-1-HAL-F01-03,West end of Hall,6:40AM,<0.50,BA
Young Building C,52395,52377-1-HAL-F01-04,West end of Hall,6:40AM,<0.50,BA
Young Building C,52396,52377-1-HAL-F01-05,West end of Hall,6:40AM,<0.50,BA
Young Building C,52397,52377-1-HAL-WC01-01,Water Cooler West End of Hall,6:45AM,<0.50,BA
Young Building C,52398,52377-1-HAL-WC01-02,Water Cooler West End of Hall,6:45AM,<0.50,BA
Young Building C,52399,52377-1-HAL-WC01-03,Water Cooler West End of Hall,6:45AM,<0.50,BA
Young Building C,52400,52377-1-HAL-WC01-04,Water Cooler West End of Hall,6:45AM,<0.50,BA
Young Building C,52401,52377-1-HAL-WC01-05,Water Cooler West End of Hall,6:45AM,<0.50,BA
Young Building C,52402,52377-1-HAL-F02-01,East End of Hall,6:47AM,0.68,BA
Young Building C,52403,52377-1-HAL-F02-02,East End of Hall,6:47AM,0.76,BA
Young Building C,52404,52377-1-HAL-F02-03,East End of Hall,6:47AM,0.6,BA
Young Building C,52405,52377-1-HAL-F02-04,East End of Hall,6:47AM,0.59,BA
Young Building C,52406,52377-1-HAL-F02-05,East End of Hall,6:47AM,0.62,BA
"",,,,,,
"",,,,,,
